"Time","Sensor SHT20","Sensor BMP280"
2021-08-10 04:56:00,16.77,18.33
2021-08-10 04:57:00,16.75,18.29
2021-08-10 04:58:00,16.73,18.27
2021-08-10 04:59:00,16.685000000000002,18.235
2021-08-10 05:00:00,16.63,18.2
2021-08-10 05:01:00,16.62,18.17
2021-08-10 05:02:00,16.6,18.14
2021-08-10 05:03:00,16.6,18.12
2021-08-10 05:04:00,16.57,18.1
2021-08-10 05:05:00,16.56,18.07
2021-08-10 05:06:00,16.55,18.06
2021-08-10 05:07:00,16.56,18.03
2021-08-10 05:08:00,16.56,18.02
2021-08-10 05:09:00,16.6,18.02
2021-08-10 05:10:00,16.6,18.01
2021-08-10 05:11:00,16.58,18.01
2021-08-10 05:12:00,16.57,18
2021-08-10 05:13:00,16.57,17.99
2021-08-10 05:14:00,16.53,17.97
2021-08-10 05:15:00,16.48,17.95
2021-08-10 05:16:00,16.47,17.92
2021-08-10 05:17:00,16.44,17.9
2021-08-10 05:18:00,16.45,17.89
2021-08-10 05:19:00,16.43,17.87
2021-08-10 05:20:00,16.4,17.85
2021-08-10 05:21:00,16.39,17.83
2021-08-10 05:22:00,16.4,17.83
2021-08-10 05:23:00,16.4,17.82
2021-08-10 05:24:00,16.39,17.82
2021-08-10 05:25:00,16.41,17.82
2021-08-10 05:26:00,16.37,17.81
2021-08-10 05:27:00,16.34,17.8
2021-08-10 05:28:00,16.36,17.8
2021-08-10 05:29:00,16.31,17.79
2021-08-10 05:30:00,16.25,17.75
2021-08-10 05:31:00,16.25,17.73
2021-08-10 05:32:00,16.2,17.73
2021-08-10 05:33:00,16.2,17.7
2021-08-10 05:34:00,16.18,17.68
2021-08-10 05:35:00,16.17,17.66
2021-08-10 05:36:00,16.13,17.63
2021-08-10 05:37:00,16.07,17.61
2021-08-10 05:38:00,16.06,17.58
2021-08-10 05:39:00,16.04,17.56
2021-08-10 05:40:00,,
2021-08-10 05:41:00,15.95,17.48
2021-08-10 05:42:00,15.91,17.47
2021-08-10 05:43:00,15.89,17.405
2021-08-10 05:44:00,,
2021-08-10 05:45:00,15.864999999999998,17.325
2021-08-10 05:46:00,15.84,17.28
2021-08-10 05:47:00,15.83,17.25
2021-08-10 05:48:00,15.84,17.22
2021-08-10 05:49:00,15.83,17.19
2021-08-10 05:50:00,15.81,17.16
2021-08-10 05:51:00,15.8,17.15
2021-08-10 05:52:00,15.78,17.13
2021-08-10 05:53:00,15.8,17.11
2021-08-10 05:54:00,15.78,17.09
2021-08-10 05:55:00,,
2021-08-10 05:56:00,15.8,17.08
2021-08-10 05:57:00,15.78,17.07
2021-08-10 05:58:00,15.74,17.06
2021-08-10 05:59:00,15.71,17.05
2021-08-10 06:00:00,15.715,17.03
2021-08-10 06:01:00,15.72,17.02
2021-08-10 06:02:00,15.72,17.02
2021-08-10 06:03:00,15.72,17
2021-08-10 06:04:00,15.73,17
2021-08-10 06:05:00,15.72,17
2021-08-10 06:06:00,15.7,16.99
2021-08-10 06:07:00,15.68,16.98
2021-08-10 06:08:00,15.66,16.96
2021-08-10 06:09:00,15.67,16.95
2021-08-10 06:10:00,15.68,16.95
2021-08-10 06:11:00,15.68,16.95
2021-08-10 06:12:00,15.68,16.95
2021-08-10 06:13:00,15.67,16.94
2021-08-10 06:14:00,15.684999999999999,16.945
2021-08-10 06:15:00,15.7,16.94
2021-08-10 06:16:00,15.7,16.95
2021-08-10 06:17:00,15.71,16.95
2021-08-10 06:18:00,15.71,16.96
2021-08-10 06:19:00,15.71,16.97
2021-08-10 06:20:00,15.71,16.98
2021-08-10 06:21:00,15.71,16.98
2021-08-10 06:22:00,15.7,16.99
2021-08-10 06:23:00,15.72,17
2021-08-10 06:24:00,15.72,17.02
2021-08-10 06:25:00,,
2021-08-10 06:26:00,15.68,17.01
2021-08-10 06:27:00,15.7,17.01
2021-08-10 06:28:00,15.68,17.01
2021-08-10 06:29:00,15.695,17.02
2021-08-10 06:30:00,15.71,17.03
2021-08-10 06:31:00,15.71,17.03
2021-08-10 06:32:00,15.68,17.04
2021-08-10 06:33:00,15.67,17.04
2021-08-10 06:34:00,15.68,17.03
2021-08-10 06:35:00,15.69,17.04
2021-08-10 06:36:00,15.69,17.03
2021-08-10 06:37:00,15.68,17.03
2021-08-10 06:38:00,15.68,17.03
2021-08-10 06:39:00,15.67,17.03
2021-08-10 06:40:00,15.69,17.04
2021-08-10 06:41:00,15.66,17.03
2021-08-10 06:42:00,15.63,17.03
2021-08-10 06:43:00,15.64,17.025
2021-08-10 06:44:00,15.6,17.02
2021-08-10 06:45:00,15.58,17.01
2021-08-10 06:46:00,15.6,17.01
2021-08-10 06:47:00,15.62,17.02
2021-08-10 06:48:00,15.63,17.03
2021-08-10 06:49:00,15.63,17.02
2021-08-10 06:50:00,15.59,17.02
2021-08-10 06:51:00,15.58,16.99
2021-08-10 06:52:00,15.57,16.98
2021-08-10 06:53:00,15.54,16.97
2021-08-10 06:54:00,,
2021-08-10 06:55:00,,
2021-08-10 06:56:00,15.51,16.92
2021-08-10 06:57:00,15.52,16.93
2021-08-10 06:58:00,15.54,16.915
2021-08-10 06:59:00,,
2021-08-10 07:00:00,15.53,16.9
2021-08-10 07:01:00,15.49,16.9
2021-08-10 07:02:00,15.51,16.89
2021-08-10 07:03:00,15.51,16.89
2021-08-10 07:04:00,15.51,16.88
2021-08-10 07:05:00,15.49,16.88
2021-08-10 07:06:00,15.49,16.88
2021-08-10 07:07:00,15.47,16.87
2021-08-10 07:08:00,15.47,16.87
2021-08-10 07:09:00,15.48,16.85
2021-08-10 07:10:00,15.47,16.84
2021-08-10 07:11:00,15.45,16.86
2021-08-10 07:12:00,15.46,16.83
2021-08-10 07:13:00,15.47,16.84
2021-08-10 07:14:00,15.45,16.82
2021-08-10 07:15:00,15.46,16.825
2021-08-10 07:16:00,15.47,16.83
2021-08-10 07:17:00,15.49,16.84
2021-08-10 07:18:00,15.48,16.83
2021-08-10 07:19:00,15.48,16.83
2021-08-10 07:20:00,15.48,16.84
2021-08-10 07:21:00,15.46,16.83
2021-08-10 07:22:00,15.44,16.83
2021-08-10 07:23:00,15.44,16.8
2021-08-10 07:24:00,15.45,16.8
2021-08-10 07:25:00,15.47,16.81
2021-08-10 07:26:00,15.49,16.82
2021-08-10 07:27:00,15.49,16.84
2021-08-10 07:28:00,15.48,16.83
2021-08-10 07:29:00,15.47,16.845
2021-08-10 07:30:00,15.44,16.85
2021-08-10 07:31:00,15.42,16.84
2021-08-10 07:32:00,15.44,16.83
2021-08-10 07:33:00,15.44,16.82
2021-08-10 07:34:00,15.44,16.83
2021-08-10 07:35:00,15.45,16.83
2021-08-10 07:36:00,15.46,16.84
2021-08-10 07:37:00,15.45,16.84
2021-08-10 07:38:00,,
2021-08-10 07:39:00,15.47,16.85
2021-08-10 07:40:00,15.49,16.85
2021-08-10 07:41:00,15.49,16.86
2021-08-10 07:42:00,15.47,16.85
2021-08-10 07:43:00,15.47,16.86
2021-08-10 07:44:00,15.47,16.86
2021-08-10 07:45:00,15.47,16.88
2021-08-10 07:46:00,15.47,16.87
2021-08-10 07:47:00,15.44,16.86
2021-08-10 07:48:00,15.45,16.86
2021-08-10 07:49:00,15.45,16.86
2021-08-10 07:50:00,15.44,16.86
2021-08-10 07:51:00,15.42,16.85
2021-08-10 07:52:00,15.41,16.84
2021-08-10 07:53:00,15.41,16.83
2021-08-10 07:54:00,15.4,16.82
2021-08-10 07:55:00,,
2021-08-10 07:56:00,15.4,16.81
2021-08-10 07:57:00,15.41,16.82
2021-08-10 07:58:00,15.42,16.814999999999998
2021-08-10 07:59:00,15.42,16.82
2021-08-10 08:00:00,15.41,16.81
2021-08-10 08:01:00,15.41,16.81
2021-08-10 08:02:00,15.43,16.82
2021-08-10 08:03:00,15.45,16.82
2021-08-10 08:04:00,15.43,16.83
2021-08-10 08:05:00,15.4,16.82
2021-08-10 08:06:00,15.39,16.81
2021-08-10 08:07:00,15.38,16.8
2021-08-10 08:08:00,15.39,16.8
2021-08-10 08:09:00,15.39,16.8
2021-08-10 08:10:00,15.38,16.8
2021-08-10 08:11:00,15.38,16.79
2021-08-10 08:12:00,15.38,16.78
2021-08-10 08:13:00,15.375,16.78
2021-08-10 08:14:00,15.38,16.79
2021-08-10 08:15:00,15.34,16.77
2021-08-10 08:16:00,15.34,16.76
2021-08-10 08:17:00,15.36,16.75
2021-08-10 08:18:00,15.33,16.74
2021-08-10 08:19:00,15.3,16.73
2021-08-10 08:20:00,15.3,16.71
2021-08-10 08:21:00,15.25,16.69
2021-08-10 08:22:00,15.23,16.68
2021-08-10 08:23:00,15.24,16.66
2021-08-10 08:24:00,15.24,16.66
2021-08-10 08:25:00,,
2021-08-10 08:26:00,15.23,16.63
2021-08-10 08:27:00,15.24,16.61
2021-08-10 08:28:00,15.245000000000001,16.61
2021-08-10 08:29:00,,
2021-08-10 08:30:00,15.245000000000001,17.020000000000003
2021-08-10 08:31:00,15.24,16.78
2021-08-10 08:32:00,15.26,16.65
2021-08-10 08:33:00,15.25,16.63
2021-08-10 08:34:00,15.21,16.61
2021-08-10 08:35:00,15.19,16.59
2021-08-10 08:36:00,15.21,16.58
2021-08-10 08:37:00,15.21,16.58
2021-08-10 08:38:00,15.21,16.57
2021-08-10 08:39:00,15.24,16.57
2021-08-10 08:40:00,15.24,16.58
2021-08-10 08:41:00,15.23,16.58
2021-08-10 08:42:00,15.23,16.58
2021-08-10 08:43:00,15.22,16.59
2021-08-10 08:44:00,15.21,16.57
2021-08-10 08:45:00,15.225000000000001,16.58
2021-08-10 08:46:00,15.24,16.58
2021-08-10 08:47:00,15.22,16.59
2021-08-10 08:48:00,15.23,16.59
2021-08-10 08:49:00,15.23,16.58
2021-08-10 08:50:00,15.25,16.59
2021-08-10 08:51:00,15.25,16.59
2021-08-10 08:52:00,15.24,16.61
2021-08-10 08:53:00,15.25,16.59
2021-08-10 08:54:00,15.25,16.59
2021-08-10 08:55:00,15.27,16.6
2021-08-10 08:56:00,15.28,16.61
2021-08-10 08:57:00,15.28,16.64
2021-08-10 08:58:00,15.26,16.63
2021-08-10 08:59:00,15.21,16.63
2021-08-10 09:00:00,15.15,16.6
2021-08-10 09:01:00,15.13,16.59
2021-08-10 09:02:00,15.14,16.56
2021-08-10 09:03:00,15.12,16.54
2021-08-10 09:04:00,15.13,16.54
2021-08-10 09:05:00,15.15,16.52
2021-08-10 09:06:00,15.15,16.51
2021-08-10 09:07:00,15.16,16.51
2021-08-10 09:08:00,15.18,16.52
2021-08-10 09:09:00,15.18,16.52
2021-08-10 09:10:00,15.15,16.52
2021-08-10 09:11:00,15.14,16.5
2021-08-10 09:12:00,15.12,16.5
2021-08-10 09:13:00,15.114999999999998,16.475
2021-08-10 09:14:00,15.11,16.46
2021-08-10 09:15:00,15.13,16.45
2021-08-10 09:16:00,15.15,16.45
2021-08-10 09:17:00,15.17,16.45
2021-08-10 09:18:00,15.16,16.46
2021-08-10 09:19:00,15.16,16.46
2021-08-10 09:20:00,15.16,16.47
2021-08-10 09:21:00,15.17,16.47
2021-08-10 09:22:00,15.19,16.49
2021-08-10 09:23:00,15.19,16.5
2021-08-10 09:24:00,15.18,16.51
2021-08-10 09:25:00,15.19,16.51
2021-08-10 09:26:00,15.18,16.51
2021-08-10 09:27:00,15.18,16.51
2021-08-10 09:28:00,15.19,16.525
2021-08-10 09:29:00,15.17,16.54
2021-08-10 09:30:00,15.17,16.53
2021-08-10 09:31:00,15.18,16.53
2021-08-10 09:32:00,15.19,16.53
2021-08-10 09:33:00,15.21,16.53
2021-08-10 09:34:00,15.17,16.53
2021-08-10 09:35:00,15.15,16.51
2021-08-10 09:36:00,15.16,16.51
2021-08-10 09:37:00,15.18,16.5
2021-08-10 09:38:00,15.18,16.51
2021-08-10 09:39:00,15.18,16.52
2021-08-10 09:40:00,15.17,16.51
2021-08-10 09:41:00,15.18,16.52
2021-08-10 09:42:00,15.16,16.51
2021-08-10 09:43:00,15.15,16.505000000000003
2021-08-10 09:44:00,,
2021-08-10 09:45:00,15.16,16.51
2021-08-10 09:46:00,15.18,16.52
2021-08-10 09:47:00,15.18,16.53
2021-08-10 09:48:00,15.18,16.52
2021-08-10 09:49:00,15.19,16.52
2021-08-10 09:50:00,15.19,16.53
2021-08-10 09:51:00,15.21,16.54
2021-08-10 09:52:00,15.22,16.55
2021-08-10 09:53:00,15.22,16.56
2021-08-10 09:54:00,15.22,16.55
2021-08-10 09:55:00,15.23,16.56
2021-08-10 09:56:00,15.22,16.56
2021-08-10 09:57:00,15.21,16.57
2021-08-10 09:58:00,15.21,16.56
2021-08-10 09:59:00,15.22,16.56
2021-08-10 10:00:00,15.23,16.57
2021-08-10 10:01:00,15.23,16.56
2021-08-10 10:02:00,15.23,16.57
2021-08-10 10:03:00,15.22,16.57
2021-08-10 10:04:00,15.22,16.57
2021-08-10 10:05:00,15.18,16.56
2021-08-10 10:06:00,15.18,16.54
2021-08-10 10:07:00,15.18,16.54
2021-08-10 10:08:00,15.15,16.52
2021-08-10 10:09:00,15.13,16.51
2021-08-10 10:10:00,15.11,16.49
2021-08-10 10:11:00,15.14,16.48
2021-08-10 10:12:00,15.16,16.49
2021-08-10 10:13:00,15.17,16.5
2021-08-10 10:14:00,15.175,16.51
2021-08-10 10:15:00,15.17,16.52
2021-08-10 10:16:00,15.19,16.52
2021-08-10 10:17:00,15.15,16.52
2021-08-10 10:18:00,15.13,16.52
2021-08-10 10:19:00,15.11,16.51
2021-08-10 10:20:00,15.09,16.5
2021-08-10 10:21:00,15.08,16.49
2021-08-10 10:22:00,15.04,16.47
2021-08-10 10:23:00,15.04,16.46
2021-08-10 10:24:00,15.01,16.45
2021-08-10 10:25:00,14.98,16.45
2021-08-10 10:26:00,15,16.43
2021-08-10 10:27:00,15.03,16.43
2021-08-10 10:28:00,15.09,16.450000000000003
2021-08-10 10:29:00,15.12,16.47
2021-08-10 10:30:00,15.12,16.49
2021-08-10 10:31:00,15.11,16.49
2021-08-10 10:32:00,15.09,16.49
2021-08-10 10:33:00,15.07,16.49
2021-08-10 10:34:00,15.08,16.5
2021-08-10 10:35:00,15.09,16.5
2021-08-10 10:36:00,15.07,16.49
2021-08-10 10:37:00,15.06,16.49
2021-08-10 10:38:00,15.04,16.49
2021-08-10 10:39:00,15.06,16.49
2021-08-10 10:40:00,15.04,16.5
2021-08-10 10:41:00,15.04,16.5
2021-08-10 10:42:00,15.085,16.51
2021-08-10 10:43:00,15.1,16.53
2021-08-10 10:44:00,15.12,16.54
2021-08-10 10:45:00,15.11,16.55
2021-08-10 10:46:00,15.06,16.54
2021-08-10 10:47:00,15.04,16.53
2021-08-10 10:48:00,15.07,16.54
2021-08-10 10:49:00,15.04,16.55
2021-08-10 10:50:00,15.04,16.54
2021-08-10 10:51:00,15.01,16.54
2021-08-10 10:52:00,15.03,16.53
2021-08-10 10:53:00,15.04,16.55
2021-08-10 10:54:00,15.08,16.56
2021-08-10 10:55:00,15.11,16.59
2021-08-10 10:56:00,15.11,16.61
2021-08-10 10:57:00,15.11,16.655
2021-08-10 10:58:00,15.11,16.7
2021-08-10 10:59:00,15.11,16.69
2021-08-10 11:00:00,15.08,16.7
2021-08-10 11:01:00,15.06,16.7
2021-08-10 11:02:00,15.03,16.69
2021-08-10 11:03:00,15.01,16.69
2021-08-10 11:04:00,14.99,16.67
2021-08-10 11:05:00,14.96,16.66
2021-08-10 11:06:00,14.95,16.64
2021-08-10 11:07:00,14.95,16.63
