20210527000036,17.49,99290.45,17.52,74.34,NE,0.00,82.75
20210527000133,17.50,99290.28,17.44,74.44,NE,0.00,82.75
20210527000230,17.41,99287.53,17.36,74.59,NE,0.00,82.75
20210527000327,17.37,99283.28,17.29,74.83,NE,0.00,82.75
20210527000427,17.32,99284.27,17.21,74.87,NE,0.00,82.75
20210527000522,17.28,99284.39,17.17,75.14,NE,0.00,82.75
20210527000618,17.23,99283.63,17.16,75.01,NE,0.00,82.75
20210527000715,17.19,99287.43,17.15,74.87,NE,0.00,82.75
20210527000812,17.15,99285.97,17.14,74.98,NE,0.00,82.75
20210527000912,17.11,99283.48,17.14,74.96,NE,0.00,82.75
20210527001005,17.08,99285.20,17.15,74.47,NE,0.00,82.75
20210527001102,17.04,99282.31,17.15,73.71,NE,0.00,82.75
20210527001159,17.03,99283.72,17.14,73.21,NE,0.00,82.75
20210527001256,16.98,99282.41,17.14,72.97,NE,0.00,82.75
20210527001353,16.95,99279.59,17.11,72.99,NE,0.00,82.75
20210527001449,16.95,99281.68,17.10,73.50,NE,0.00,82.75
20210527001546,16.90,99277.93,17.09,74.16,NE,0.00,82.75
20210527001643,16.87,99276.16,17.08,74.71,NE,0.00,82.75
20210527001740,16.88,99275.97,17.05,75.19,NE,0.00,82.75
20210527001837,16.79,99274.09,17.02,75.02,NE,0.00,82.75
20210527001933,16.75,99272.46,17.00,74.99,NE,0.00,82.75
20210527002030,16.71,99273.61,16.99,75.02,NE,0.00,82.75
20210527002127,16.66,99273.88,16.95,74.99,NE,0.00,82.75
20210527002224,16.62,99274.19,16.93,74.99,NE,0.00,82.75
20210527002321,16.58,99278.14,16.92,75.02,NE,0.00,82.75
20210527002418,16.54,99276.31,16.92,75.28,NE,0.00,82.75
20210527002514,16.51,99275.76,16.91,75.41,NE,0.00,82.75
20210527002611,16.48,99275.36,16.85,75.41,NE,0.00,82.75
20210527002708,16.44,99275.79,16.82,75.33,NE,0.00,82.75
20210527002805,16.42,99274.93,16.81,73.22,NE,0.00,82.75
20210527002901,16.42,99274.23,16.82,72.16,NE,0.00,82.75
20210527002958,16.42,99275.63,16.85,70.29,NE,0.00,82.75
20210527003055,16.45,99278.64,16.90,69.90,NE,0.00,82.75
20210527003152,16.41,99280.15,16.90,69.47,NE,0.00,82.75
20210527003249,16.41,99278.56,16.90,69.58,NE,0.00,82.75
20210527003345,16.42,99281.55,16.89,69.58,NE,0.00,82.75
20210527003442,16.42,99280.33,16.88,70.26,NE,0.00,82.75
20210527003539,16.43,99279.48,16.85,70.15,NE,0.00,82.75
20210527003636,16.46,99282.13,16.85,70.33,NE,0.00,82.75
20210527003733,16.44,99282.45,16.87,70.39,NE,0.00,82.75
20210527003830,16.46,99282.47,16.90,72.01,NE,0.00,82.75
20210527003926,16.48,99280.44,16.93,72.88,NE,0.00,82.75
20210527004023,16.49,99280.60,16.94,73.14,NE,0.00,82.75
20210527004120,16.50,99278.71,16.94,73.25,NE,0.00,82.75
20210527004217,16.54,99278.76,16.95,73.54,NE,0.00,82.75
20210527004314,16.54,99276.82,16.96,74.04,NE,0.00,82.75
20210527004411,16.59,99273.27,16.98,74.57,NE,0.00,82.75
20210527004507,16.64,99277.51,16.96,74.81,NE,0.00,82.75
