20210312220823,29.99,98633.44,29.72,38.14,E,2.66,0.00
20210312221202,29.49,98639.28,29.53,38.58,E,2.66,0.00
20210312224650,28.53,98662.75,28.57,40.84,SE,5.32,0.00
20210312225002,28.47,98664.63,28.48,40.87,SE,3.99,0.00
20210312225306,28.46,98664.45,28.41,40.98,snr,snr,snr
20210312225456,28.33,98664.73,28.32,40.98,snr,snr,snr
20210312225602,28.31,98665.69,28.29,41.12,snr,snr,snr
