20210619000004,14.72,99647.92,14.39,94.22,NE,1.33,46.00
20210619000101,14.66,99646.36,14.38,94.22,NE,0.00,46.00
20210619000158,14.66,99645.11,14.38,94.30,NE,0.00,46.00
20210619000255,14.65,99645.29,14.38,94.44,NE,0.00,46.00
20210619000352,14.65,99642.14,14.38,94.52,SE,2.66,46.00
20210619000448,14.65,99639.16,14.39,94.63,SE,2.66,46.00
20210619000545,14.64,99639.49,14.40,94.74,SE,1.33,46.00
20210619000642,14.64,99641.06,14.39,94.79,SE,2.66,46.00
20210619000739,14.64,99645.06,14.38,94.82,SE,1.33,46.00
20210619000836,14.63,99648.34,14.37,94.82,SE,1.33,46.00
20210619000933,14.63,99650.27,14.36,94.88,S,0.00,46.00
20210619001029,14.63,99651.47,14.34,94.90,S,1.33,46.00
20210619001126,14.63,99653.73,14.33,94.93,S,1.33,46.00
20210619001223,14.62,99654.93,14.32,94.98,S,0.00,46.00
20210619001320,14.64,99657.63,14.29,95.01,S,1.33,46.00
20210619001417,14.61,99654.92,14.27,95.01,S,1.33,46.00
20210619001513,14.61,99653.69,14.27,95.07,S,2.66,46.00
20210619001610,14.60,99652.96,14.29,95.07,S,2.66,46.00
20210619001707,14.59,99651.22,14.30,95.04,S,2.66,46.00
20210619001804,14.58,99649.44,14.32,95.04,SE,1.33,46.00
20210619001901,14.58,99647.84,14.34,95.01,SE,0.00,46.00
20210619001957,14.58,99649.23,14.33,95.01,SE,2.66,46.00
20210619002054,14.58,99650.45,14.30,94.93,SE,1.33,46.00
20210619002151,14.57,99651.66,14.28,94.85,SE,1.33,46.00
20210619002248,14.57,99653.72,14.27,94.77,SE,1.33,46.00
20210619002345,14.56,99654.22,14.26,94.69,SE,1.33,46.25
20210619002442,14.55,99656.30,14.24,94.58,SE,1.33,46.25
20210619002538,14.53,99656.60,14.23,94.45,SE,0.00,46.25
20210619002635,14.53,99655.89,14.23,94.42,SE,0.00,46.25
20210619002732,14.52,99655.83,14.22,94.42,SE,0.00,46.25
20210619002829,14.52,99657.05,14.21,94.45,SE,1.33,46.25
20210619002926,14.51,99655.63,14.22,94.52,SE,0.00,46.25
20210619003023,14.51,99654.23,14.22,94.64,SE,1.33,46.25
20210619003119,14.51,99652.13,14.21,94.69,S,3.99,46.25
20210619003216,14.50,99650.91,14.17,94.59,SE,1.33,46.25
20210619003313,14.49,99649.34,14.17,94.50,SE,0.00,46.25
20210619003410,14.49,99651.92,14.15,94.40,SE,1.33,46.25
20210619003507,14.47,99653.95,14.15,94.28,SE,1.33,46.25
20210619003603,14.46,99656.36,14.14,94.12,E,0.00,46.25
20210619003700,14.44,99657.89,14.10,93.61,SE,2.66,46.25
20210619003757,14.42,99660.95,14.12,92.76,S,3.99,46.25
20210619003854,14.39,99664.67,14.17,92.33,S,3.99,46.25
20210619003951,14.36,99667.05,14.14,91.13,S,5.32,46.25
20210619004048,14.32,99671.77,14.19,90.48,SE,3.99,46.25
20210619004145,14.29,99674.81,14.20,90.57,SE,3.99,46.25
20210619004241,14.27,99677.69,14.20,90.67,SE,0.00,46.25
20210619004338,14.25,99679.59,14.19,90.94,SE,2.66,46.25
20210619004435,14.24,99683.21,14.17,91.24,SE,1.33,46.25
20210619004532,14.24,99683.92,14.14,91.43,SE,1.33,46.25
20210619004628,14.24,99681.98,14.12,91.56,S,2.66,46.25
20210619004725,14.23,99679.86,14.11,91.37,S,1.33,46.25
20210619004826,14.23,99675.16,14.12,91.49,S,2.66,46.25
20210619004919,14.23,99673.40,14.13,91.68,S,6.65,46.25
20210619005016,14.22,99671.81,14.14,91.84,S,3.99,46.25
20210619005113,14.23,99671.50,14.14,92.05,SE,2.66,46.25
20210619005209,14.23,99669.23,14.15,92.30,SE,2.66,46.25
20210619005306,14.24,99668.22,14.17,92.46,SE,2.66,46.25
20210619005403,14.25,99663.91,14.17,92.66,S,5.32,46.25
20210619005500,14.27,99662.35,14.17,92.79,SE,2.66,46.25
20210619005557,14.29,99658.62,14.17,92.95,SE,2.66,46.25
20210619005653,14.29,99657.75,14.19,93.11,SE,1.33,46.25
20210619005750,14.30,99658.65,14.19,93.28,SE,0.00,46.25
20210619005847,14.31,99660.09,14.19,93.39,SE,1.33,46.25
20210619005944,14.32,99660.97,14.18,93.39,SE,2.66,46.25
20210619010041,14.38,99660.13,14.17,93.28,SE,3.99,46.25
20210619010138,14.33,99657.88,14.18,93.20,SE,2.66,46.25
20210619010235,14.34,99654.94,14.18,93.01,SE,2.66,46.25
20210619010331,14.34,99654.27,14.19,93.04,SE,3.99,46.25
20210619010432,14.36,99657.30,14.21,93.04,SE,2.66,46.25
20210619010525,14.35,99653.92,14.21,93.09,SE,1.33,46.25
20210619010622,14.38,99652.61,14.22,93.23,SE,2.66,46.25
20210619010719,14.37,99656.61,14.22,93.23,SE,3.99,46.25
20210619010816,14.38,99658.73,14.21,93.06,SE,3.99,46.25
20210619010913,14.38,99659.78,14.22,92.90,SE,3.99,46.25
20210619011009,14.38,99662.38,14.25,92.92,SE,3.99,46.25
20210619011106,14.39,99665.38,14.24,92.84,SE,3.99,46.25
20210619011203,14.39,99665.55,14.26,92.89,SE,1.33,46.25
20210619011300,14.39,99664.69,14.25,92.86,SE,6.65,46.25
20210619011357,14.40,99662.12,14.25,92.86,S,5.32,46.25
20210619011453,14.40,99659.84,14.25,92.89,SE,5.32,46.25
20210619011550,14.41,99660.76,14.26,93.00,E,3.99,46.25
20210619011647,14.41,99660.41,14.27,93.16,E,1.33,46.25
20210619011744,14.42,99660.41,14.25,93.27,SE,3.99,46.25
20210619011841,14.42,99659.92,14.23,93.27,SE,2.66,46.25
20210619011938,14.42,99658.37,14.22,93.23,SE,1.33,46.25
20210619012035,14.43,99655.91,14.24,93.40,SE,2.66,46.25
20210619012131,14.43,99654.18,14.24,93.46,SE,1.33,46.25
20210619012228,14.43,99650.73,14.24,93.52,SE,3.99,46.25
20210619012325,14.46,99649.04,14.23,93.47,SE,3.99,46.25
20210619012422,14.43,99644.58,14.22,93.44,SE,3.99,46.25
20210619012519,14.43,99637.63,14.21,93.39,SE,5.32,46.25
20210619012615,14.42,99636.75,14.20,93.39,S,1.33,46.25
20210619012712,14.42,99637.06,14.21,93.53,SE,2.66,46.25
20210619012809,14.42,99640.94,14.19,93.61,S,2.66,46.25
20210619012906,14.41,99642.80,14.15,93.58,S,3.99,46.25
20210619013003,14.41,99644.19,14.14,93.55,SE,2.66,46.25
20210619013059,14.40,99644.69,14.14,93.61,SE,2.66,46.25
20210619013156,14.40,99640.48,14.14,93.72,SE,3.99,46.25
20210619013253,14.39,99637.66,14.13,93.74,SE,2.66,46.25
20210619013350,14.39,99635.22,14.12,93.77,SE,2.66,46.25
20210619013447,14.38,99632.23,14.12,93.85,SE,5.32,46.25
20210619013544,14.38,99632.55,14.13,93.85,SE,2.66,46.25
20210619013640,14.38,99635.70,14.13,93.91,SE,1.33,46.25
20210619013737,14.42,99641.11,14.13,93.98,SE,1.33,46.25
20210619013834,14.38,99641.83,14.12,94.04,SE,1.33,46.25
20210619013932,14.37,99640.95,14.12,94.15,SE,0.00,46.25
20210619014028,14.38,99642.70,14.11,94.23,SE,0.00,46.25
20210619014124,14.38,99642.49,14.10,94.33,SE,0.00,46.25
20210619014221,14.42,99645.64,14.09,94.40,SE,0.00,46.25
20210619014318,14.38,99644.80,14.08,94.50,SE,0.00,46.25
20210619014415,14.38,99642.68,14.08,94.61,SE,0.00,46.25
20210619014512,14.39,99642.88,14.08,94.69,SE,0.00,46.25
20210619014608,14.39,99643.59,14.08,94.80,SE,1.33,46.25
20210619014705,14.39,99643.41,14.05,94.75,SE,0.00,46.25
20210619014802,14.39,99643.41,14.06,94.75,SE,1.33,46.25
20210619014859,14.39,99645.15,14.08,94.85,SE,1.33,46.25
20210619014956,14.39,99645.86,14.08,94.91,SE,0.00,46.25
20210619015052,14.43,99647.77,14.09,94.99,SE,0.00,46.25
20210619015149,14.39,99647.77,14.08,95.02,SE,0.00,46.25
20210619015246,14.40,99645.53,14.08,94.97,SE,1.33,46.25
20210619015343,14.40,99643.28,14.08,95.04,SE,0.00,46.25
20210619015440,14.40,99639.27,14.08,95.07,SE,2.66,46.25
20210619015537,14.40,99634.41,14.08,94.97,SE,2.66,46.25
20210619015633,14.40,99631.97,14.11,95.04,SE,1.33,46.25
20210619015730,14.40,99629.52,14.12,95.04,SE,2.66,46.25
20210619015827,14.40,99627.95,14.13,95.04,SE,2.66,46.25
20210619015924,14.41,99628.50,14.13,95.02,SE,2.66,46.25
20210619020021,14.41,99627.10,14.13,94.96,SE,2.66,46.25
20210619020117,14.41,99626.06,14.11,94.88,SE,3.99,46.25
20210619020214,14.40,99629.18,14.12,94.85,SE,2.66,46.25
20210619020311,14.41,99627.78,14.11,94.80,SE,1.33,46.25
20210619020408,14.40,99625.17,14.11,94.75,SE,2.66,46.25
20210619020505,14.39,99619.89,14.11,94.77,SE,1.33,46.25
20210619020602,14.39,99618.16,14.13,94.85,SE,1.33,46.25
20210619020658,14.40,99613.81,14.14,94.88,SE,2.66,46.25
20210619020755,14.40,99611.20,14.14,94.91,SE,0.00,46.25
20210619020852,14.40,99611.91,14.15,94.94,SE,1.33,46.25
20210619020949,14.40,99608.42,14.14,94.99,SE,3.99,46.25
20210619021046,14.40,99607.90,14.12,94.96,SE,2.66,46.25
20210619021142,14.44,99608.20,14.10,94.96,SE,2.66,46.25
20210619021239,14.39,99606.30,14.09,94.96,SE,1.33,46.25
20210619021336,14.38,99605.22,14.09,95.02,SE,1.33,46.25
20210619021433,14.38,99607.82,14.09,95.13,SE,0.00,46.25
20210619021530,14.38,99611.81,14.09,95.20,SE,1.33,46.25
20210619021627,14.38,99615.84,14.09,95.23,SE,2.66,46.25
20210619021723,14.38,99616.88,14.09,95.26,SE,1.33,46.25
