20210730000014,17.34,100365.18,17.32,50.31,NW,0.00,0.00,628,944
20210730000112,17.35,100369.12,17.32,50.20,NW,0.00,0.00,191,976
20210730000220,17.34,100367.52,17.32,50.18,NW,0.00,0.00,388,310
20210730000317,17.34,100372.17,17.32,50.11,NW,0.00,0.00,134,139
20210730000404,17.33,100370.80,17.32,50.14,NW,0.00,0.00,227,378
20210730000505,17.32,100373.17,17.32,50.31,NW,0.00,0.00,864,963
20210730000558,17.37,100371.80,17.31,50.43,NW,0.00,0.00,77,734
20210730000655,17.36,100372.92,17.31,50.40,NW,0.00,0.00,713,671
20210730000815,17.35,100372.37,17.33,50.43,NW,0.00,0.00,728,274
20210730000912,17.33,100372.00,17.32,50.11,NW,0.00,0.00,347,929
20210730001005,17.30,100370.27,17.31,50.03,NW,0.00,0.00,381,882
20210730001102,17.28,100372.07,17.30,50.03,NW,0.00,0.00,594,447
20210730001159,17.26,100370.89,17.29,50.06,NW,0.00,0.00,858,779
20210730001254,17.29,100372.91,17.26,50.01,NW,0.00,0.00,6,821
20210730001400,17.21,100371.26,17.24,49.95,NW,0.00,0.00,155,996
20210730001455,17.21,100370.48,17.23,49.89,NW,0.00,0.00,7,454
20210730001546,17.19,100372.78,17.21,49.87,NW,0.00,0.00,715,1
20210730001643,17.21,100374.58,17.19,49.81,NW,0.00,0.00,43,822
20210730001740,17.17,100375.66,17.18,49.78,NW,0.00,0.00,462,975
20210730001846,17.16,100375.89,17.16,49.72,NW,0.00,0.00,690,435
20210730001943,17.15,100379.77,17.15,49.72,NW,0.00,0.00,806,951
20210730002032,17.14,100377.95,17.14,49.59,NW,0.00,0.00,457,132
20210730002129,17.12,100378.23,17.13,49.59,NW,0.00,0.00,922,437
20210730002228,17.12,100378.89,17.10,49.63,NW,0.00,0.00,1015,709
20210730002323,17.12,100381.19,17.09,49.66,NW,0.00,0.00,554,457
20210730002429,17.15,100383.43,17.09,49.79,NW,0.00,0.00,563,282
20210730002524,17.16,100383.23,17.10,49.76,NW,0.00,0.00,532,11
20210730002615,17.15,100386.02,17.10,49.87,NW,0.00,0.00,538,750
20210730002712,17.15,100385.97,17.10,49.89,NW,0.00,0.00,47,946
20210730002811,17.17,100388.04,17.10,49.85,NW,0.00,0.00,85,321
20210730002915,17.16,100393.27,17.10,49.93,NW,0.00,0.00,899,82
20210730003013,17.15,100393.77,17.10,50.02,NW,0.00,0.00,623,1002
20210730003101,17.16,100394.06,17.10,49.95,NW,0.00,0.00,760,902
20210730003158,17.17,100395.20,17.10,49.95,NW,0.00,0.00,778,940
20210730003257,17.17,100398.92,17.11,49.95,NW,0.00,0.00,120,138
20210730003353,17.16,100400.17,17.11,49.98,NW,0.00,0.00,575,545
20210730003459,17.16,100403.16,17.11,50.04,NW,0.00,0.00,616,359
20210730003555,17.18,100404.05,17.11,50.01,NW,0.00,0.00,4,412
20210730003647,17.18,100404.22,17.11,50.04,NW,0.00,0.00,951,201
20210730003744,17.19,100406.05,17.11,50.01,NW,0.00,0.00,194,168
20210730003841,17.17,100405.05,17.13,50.21,NW,0.00,0.00,196,1018
20210730003938,17.17,100405.13,17.13,50.26,NW,0.00,0.00,772,921
20210730013721,17.12,100419.61,17.08,50.89,NW,0.00,0.00,439,397
20210730013820,17.12,100420.37,17.08,50.81,NW,0.00,0.00,336,908
20210730013922,17.13,100419.41,17.08,50.78,NW,0.00,0.00,969,155
20210730014022,17.12,100422.08,17.08,50.83,NW,0.00,0.00,578,966
20210730014112,17.11,100418.56,17.07,50.83,NW,0.00,0.00,98,359
20210730014207,17.11,100418.19,17.07,50.92,NW,0.00,0.00,781,254
20210730014306,17.12,100417.70,17.06,50.86,NW,0.00,0.00,84,690
20210730014408,17.10,100415.05,17.06,50.89,NW,0.00,0.00,269,947
20210730014506,17.10,100416.34,17.06,50.83,NW,0.00,0.00,159,410
20210730014606,17.09,100412.95,17.05,50.75,NW,0.00,0.00,803,893
20210730014652,17.10,100414.42,17.05,50.89,NW,0.00,0.00,224,440
20210730014754,17.12,100414.16,17.05,50.86,NW,0.00,0.00,786,253
20210730014852,17.09,100413.03,17.04,50.89,NW,0.00,0.00,1021,822
20210730014951,17.10,100412.16,17.04,50.86,NW,0.00,0.00,28,881
20210730015053,17.10,100415.50,17.04,50.78,NW,0.00,0.00,427,161
20210730015149,17.10,100413.55,17.04,50.81,NW,0.00,0.00,148,967
20210730015239,17.11,100413.47,17.04,50.83,NW,0.00,0.00,715,984
20210730015338,17.09,100410.41,17.04,50.83,NW,0.00,0.00,842,599
20210730015433,17.09,100408.23,17.03,50.83,NW,0.00,0.00,114,616
20210730015552,17.09,100410.41,17.04,50.89,NW,0.00,0.00,182,840
20210730015652,17.08,100412.26,17.03,50.81,NW,0.00,0.00,235,897
20210730015754,17.09,100412.15,17.03,50.86,NW,0.00,0.00,115,167
20210730015844,17.09,100413.45,17.03,50.81,NW,0.00,0.00,243,942
20210730015937,17.10,100411.67,17.03,50.81,NW,0.00,0.00,153,292
20210730020034,17.12,100413.77,17.03,50.83,NW,0.00,0.00,492,501
20210730020131,17.09,100412.28,17.03,50.83,NW,0.00,0.00,1006,567
20210730020235,17.09,100412.53,17.03,50.83,NW,0.00,0.00,914,396
20210730020328,17.09,100413.70,17.03,50.86,NW,0.00,0.00,360,573
20210730020425,17.09,100413.78,17.02,50.89,NW,0.00,0.00,917,166
20210730020519,17.12,100413.86,17.03,51.09,NW,0.00,0.00,664,857
20210730020617,17.13,100413.53,17.03,50.89,NW,0.00,0.00,166,165
20210730020720,17.08,100410.64,17.03,51.09,NW,0.00,0.00,497,800
20210730020811,17.10,100412.50,17.02,51.03,NW,0.00,0.00,566,270
20210730020910,17.08,100413.59,17.02,51.11,NW,0.00,0.00,768,151
20210730021007,17.04,100413.98,17.01,51.11,NW,0.00,0.00,153,864
20210730021102,17.04,100416.02,17.00,50.98,NW,0.00,0.00,472,964
20210730021210,17.02,100418.69,16.99,50.92,NW,0.00,0.00,945,262
20210730021306,17.01,100420.69,16.98,50.86,NW,0.00,0.00,278,417
20210730021354,17.00,100421.29,16.96,50.89,NW,0.00,0.00,431,539
20210730021451,16.99,100422.81,16.94,50.75,NW,0.00,0.00,578,854
20210730021550,16.97,100423.00,16.94,50.79,NW,0.00,0.00,213,432
20210730021654,16.96,100428.66,16.92,50.70,NW,0.00,0.00,905,353
20210730021750,16.95,100426.45,16.91,50.79,NW,0.00,0.00,267,748
20210730021840,16.95,100424.39,16.90,50.67,NW,0.00,0.00,316,497
20210730021939,16.94,100423.97,16.89,50.56,NW,0.00,0.00,481,1001
20210730022034,16.96,100418.66,16.88,50.89,NW,0.00,0.00,86,696
20210730022133,16.97,100414.70,16.88,50.95,NW,0.00,0.00,952,382
20210730022246,16.94,100409.09,16.87,50.67,NW,0.00,0.00,246,457
20210730022351,16.92,100404.59,16.86,50.72,NW,0.00,0.00,752,759
20210730022442,16.91,100407.63,16.86,50.92,NW,0.00,0.00,90,688
20210730022538,16.89,100412.97,16.84,50.84,NW,0.00,0.00,445,244
20210730022634,16.88,100419.28,16.81,50.84,NW,0.00,0.00,852,812
20210730022733,16.89,100421.59,16.81,51.07,NW,0.00,0.00,417,139
20210730022838,16.91,100425.13,16.81,51.27,NW,0.00,0.00,330,888
20210730022924,16.91,100422.30,16.81,51.32,NW,0.00,0.00,742,941
20210730023023,16.92,100418.14,16.82,51.43,NW,0.00,0.00,398,661
20210730023122,16.92,100412.22,16.82,51.55,NW,0.00,0.00,24,230
20210730023221,16.95,100413.52,16.82,51.58,NW,0.00,0.00,270,529
20210730023321,16.93,100407.89,16.84,51.69,NW,0.00,0.00,914,718
20210730023421,17.59,100415.63,16.82,51.63,NW,0.00,0.00,701,748
20210730023509,17.24,100412.03,16.84,51.52,NW,0.00,0.00,40,830
20210730023608,16.99,100412.90,16.84,51.55,NW,0.00,0.00,961,514
20210730023703,16.99,100417.81,16.84,51.52,NW,0.00,0.00,749,394
20210730023807,16.94,100418.03,16.84,51.63,NW,0.00,0.00,970,1011
20210730023907,16.95,100420.22,16.84,51.63,NW,0.00,0.00,472,889
20210730023955,16.93,100417.62,16.84,51.69,NW,0.00,0.00,970,315
20210730024056,16.93,100417.57,16.84,51.43,NW,0.00,0.00,432,736
20210730024149,16.94,100416.41,16.84,51.58,NW,0.00,0.00,416,958
20210730024246,16.94,100413.70,16.84,51.63,NW,0.00,0.00,731,833
20210730024353,16.94,100411.80,16.85,51.69,NW,0.00,0.00,594,244
20210730024443,16.94,100410.26,16.85,51.60,NW,0.00,0.00,738,947
20210730024540,16.93,100406.99,16.85,51.77,NW,0.00,0.00,420,39
20210730024637,16.92,100403.89,16.85,51.63,NW,0.00,0.00,797,726
20210730024734,16.95,100401.52,16.85,51.63,NW,0.00,0.00,1013,823
20210730024838,16.93,100392.95,16.84,51.52,NW,0.00,0.00,19,303
20210730024929,16.94,100389.70,16.85,51.60,NW,0.00,0.00,292,680
20210730025023,16.92,100387.69,16.85,51.60,NW,0.00,0.00,282,842
20210730025126,16.94,100386.47,16.84,51.69,NW,0.00,0.00,547,837
20210730025220,16.96,100385.74,16.85,51.52,NW,0.00,0.00,841,805
20210730025322,16.92,100388.84,16.85,51.58,NW,0.00,0.00,464,84
20210730025419,16.93,100388.33,16.85,51.30,NW,0.00,0.00,756,28
20210730025512,16.90,100390.23,16.85,51.50,NW,0.00,0.00,569,921
20210730025607,16.85,100388.35,16.84,51.35,NW,0.00,0.00,72,723
20210730025703,16.82,100387.55,16.81,51.01,NW,0.00,0.00,254,169
20210730025807,16.80,100391.45,16.79,50.92,NW,0.00,0.00,563,638
20210730025907,16.80,100398.89,16.78,50.59,NW,0.00,0.00,100,634
20210730025958,16.80,100400.39,16.76,50.73,NW,0.00,0.00,728,274
20210730030101,16.81,100401.83,16.75,50.25,NW,0.00,0.00,100,175
20210730030150,16.81,100403.50,16.74,50.56,NW,0.00,0.00,580,63
20210730030247,16.78,100403.66,16.73,50.59,NW,0.00,0.00,18,669
20210730030353,16.78,100403.66,16.71,50.30,NW,0.00,0.00,1001,609
20210730030446,16.77,100399.98,16.70,50.28,NW,0.00,0.00,131,763
20210730030539,16.78,100397.45,16.70,50.39,NW,0.00,0.00,155,996
20210730030636,16.80,100396.19,16.70,50.56,NW,0.00,0.00,7,454
