"Time","Pressão Atmosférica","Pressão Atmosférica Reduzida ao Nível do Mar"
2021-06-08 07:21:00,991.6149,1015.6149
2021-06-08 07:22:00,991.62455,1015.62455
2021-06-08 07:23:00,991.6501,1015.6501
2021-06-08 07:24:00,991.6553,1015.6553
2021-06-08 07:25:00,991.682,1015.682
2021-06-08 07:26:00,991.6942,1015.6942
2021-06-08 07:27:00,991.6695,1015.6695
2021-06-08 07:28:00,991.6891,1015.6891
2021-06-08 07:29:00,991.6507000000001,1015.6507000000001
2021-06-08 07:30:00,991.663,1015.663
2021-06-08 07:31:00,991.6667,1015.6667
2021-06-08 07:32:00,991.6628999999999,1015.6628999999999
2021-06-08 07:33:00,991.6613000000001,1015.6613000000001
2021-06-08 07:34:00,991.6792,1015.6792
2021-06-08 07:35:00,991.7002000000001,1015.7002000000001
2021-06-08 07:36:00,991.6755,1015.6755
2021-06-08 07:37:00,991.6914,1015.6914
2021-06-08 07:38:00,991.7198,1015.7198
2021-06-08 07:39:00,991.7229,1015.7229
2021-06-08 07:40:00,991.7389000000001,1015.7389000000001
2021-06-08 07:41:00,991.7375000000001,1015.7375000000001
2021-06-08 07:42:00,991.7231,1015.7231
2021-06-08 07:43:00,991.7130000000001,1015.7130000000001
2021-06-08 07:44:00,991.7232000000001,1015.7232000000001
2021-06-08 07:45:00,991.7271000000001,1015.7271000000001
2021-06-08 07:46:00,991.7355,1015.7355
2021-06-08 07:47:00,991.7198,1015.7198
2021-06-08 07:48:00,991.7147,1015.7147
2021-06-08 07:49:00,991.699,1015.699
2021-06-08 07:50:00,991.6956,1015.6956
2021-06-08 07:51:00,991.6903,1015.6903
2021-06-08 07:52:00,991.6991,1015.6991
2021-06-08 07:53:00,991.6814,1015.6814
2021-06-08 07:54:00,991.6622,1015.6622
2021-06-08 07:55:00,991.6798,1015.6798
2021-06-08 07:56:00,991.6692,1015.6692
2021-06-08 07:57:00,991.6990999999999,1015.6990999999999
2021-06-08 07:58:00,991.7008000000001,1015.7008000000001
2021-06-08 07:59:00,991.7255,1015.7255
2021-06-08 08:00:00,991.7308,1015.7308
2021-06-08 08:01:00,991.7432000000001,1015.7432000000001
2021-06-08 08:02:00,991.7641000000001,1015.7641000000001
2021-06-08 08:03:00,991.7289000000001,1015.7289000000001
2021-06-08 08:04:00,991.7291,1015.7291
2021-06-08 08:05:00,991.6992,1015.6992
2021-06-08 08:06:00,991.7186,1015.7186
2021-06-08 08:07:00,991.7348,1015.7348
2021-06-08 08:08:00,991.7414,1015.7414
2021-06-08 08:09:00,991.7292,1015.7292
2021-06-08 08:10:00,991.7239000000001,1015.7239000000001
2021-06-08 08:11:00,991.7152000000001,1015.7152000000001
2021-06-08 08:12:00,991.7524000000001,1015.7524000000001
2021-06-08 08:13:00,991.7363,1015.7363
2021-06-08 08:14:00,991.7328,1015.7328
2021-06-08 08:15:00,991.6976000000001,1015.6976000000001
2021-06-08 08:16:00,991.6555000000001,1015.6555000000001
2021-06-08 08:17:00,991.6489,1015.6489
2021-06-08 08:18:00,991.6309,1015.6309
2021-06-08 08:19:00,991.6277000000001,1015.6277000000001
2021-06-08 08:20:00,991.6347000000001,1015.6347000000001
2021-06-08 08:21:00,991.6575,1015.6575
2021-06-08 08:22:00,991.6541000000001,1015.6541000000001
2021-06-08 08:23:00,991.7032,1015.7032
2021-06-08 08:24:00,991.7030000000001,1015.7030000000001
2021-06-08 08:25:00,991.7347000000001,1015.7347000000001
2021-06-08 08:26:00,991.7645,1015.7645
2021-06-08 08:27:00,991.7822,1015.7822
2021-06-08 08:28:00,991.7981,1015.7981
2021-06-08 08:29:00,991.8505,1015.8505
2021-06-08 08:30:00,991.8066,1015.8066
2021-06-08 08:31:00,991.7856,1015.7856
2021-06-08 08:32:00,991.7489,1015.7489
2021-06-08 08:33:00,991.7138000000001,1015.7138000000001
2021-06-08 08:34:00,991.6964,1015.6964
2021-06-08 08:35:00,991.6839,1015.6839
2021-06-08 08:36:00,991.682,1015.682
2021-06-08 08:37:00,991.6930000000001,1015.6930000000001
2021-06-08 08:38:00,991.6752,1015.6752
2021-06-08 08:39:00,991.6788,1015.6788
2021-06-08 08:40:00,991.6963000000001,1015.6963000000001
2021-06-08 08:41:00,991.7224000000001,1015.7224000000001
2021-06-08 08:42:00,991.7575,1015.7575
2021-06-08 08:43:00,991.7824,1015.7824
2021-06-08 08:44:00,991.7734,1015.7734
2021-06-08 08:45:00,991.7859,1015.7859
2021-06-08 08:46:00,991.7894,1015.7894
2021-06-08 08:47:00,991.8050000000001,1015.8050000000001
2021-06-08 08:48:00,991.7914000000001,1015.7914000000001
2021-06-08 08:49:00,991.8052,1015.8052
2021-06-08 08:50:00,991.7981,1015.7981
2021-06-08 08:51:00,991.7639999999999,1015.7639999999999
2021-06-08 08:52:00,991.7472,1015.7472
2021-06-08 08:53:00,991.7647000000001,1015.7647000000001
2021-06-08 08:54:00,991.793,1015.793
2021-06-08 08:55:00,991.7911,1015.7911
2021-06-08 08:56:00,991.7894,1015.7894
2021-06-08 08:57:00,991.7773,1015.7773
2021-06-08 08:58:00,991.758,1015.758
2021-06-08 08:59:00,991.7528,1015.7528
2021-06-08 09:00:00,991.7405,1015.7405
2021-06-08 09:01:00,991.7525,1015.7525
2021-06-08 09:02:00,991.7472,1015.7472
2021-06-08 09:03:00,991.7506,1015.7506
2021-06-08 09:04:00,991.747,1015.747
2021-06-08 09:05:00,991.7524000000001,1015.7524000000001
2021-06-08 09:06:00,991.77,1015.77
2021-06-08 09:07:00,991.784,1015.784
2021-06-08 09:08:00,991.7998,1015.7998
2021-06-08 09:09:00,991.85955,1015.85955
2021-06-08 09:10:00,991.9121000000001,1015.9121000000001
2021-06-08 09:11:00,991.9106,1015.9106
2021-06-08 09:12:00,991.9525,1015.9525
2021-06-08 09:13:00,991.965,1015.965
2021-06-08 09:14:00,991.9964,1015.9964
2021-06-08 09:15:00,991.9913,1015.9913
2021-06-08 09:16:00,992.0001,1016.0001
2021-06-08 09:17:00,992.0213000000001,1016.0213000000001
2021-06-08 09:18:00,992.0125,1016.0125
2021-06-08 09:19:00,991.9984,1015.9984
2021-06-08 09:20:00,992.007,1016.007
2021-06-08 09:21:00,992.0123,1016.0123
2021-06-08 09:22:00,992.0105000000001,1016.0105000000001
2021-06-08 09:23:00,992.032,1016.032
2021-06-08 09:24:00,992.0246000000001,1016.0246000000001
2021-06-08 09:25:00,992.028,1016.028
2021-06-08 09:26:00,992.0580000000001,1016.0580000000001
2021-06-08 09:27:00,992.07905,1016.07905
2021-06-08 09:28:00,992.1277000000001,1016.1277000000001
2021-06-08 09:29:00,992.1244,1016.1244
2021-06-08 09:30:00,992.1438,1016.1438
2021-06-08 09:31:00,992.1597,1016.1597
2021-06-08 09:32:00,992.1438,1016.1438
2021-06-08 09:33:00,992.1277000000001,1016.1277000000001
2021-06-08 09:34:00,992.1241000000001,1016.1241000000001
2021-06-08 09:35:00,992.1207,1016.1207
2021-06-08 09:36:00,992.1258,1016.1258
2021-06-08 09:37:00,992.1555000000001,1016.1555000000001
2021-06-08 09:38:00,992.1433000000001,1016.1433000000001
2021-06-08 09:39:00,992.1834,1016.1834
2021-06-08 09:40:00,992.2044999999999,1016.2044999999999
2021-06-08 09:41:00,992.2272,1016.2272
2021-06-08 09:42:00,992.2465,1016.2465
2021-06-08 09:43:00,992.2641000000001,1016.2641000000001
2021-06-08 09:44:00,992.3165,1016.3165
2021-06-08 09:45:00,992.3708,1016.3708
2021-06-08 09:46:00,992.4272000000001,1016.4272000000001
2021-06-08 09:47:00,992.4625,1016.4625
2021-06-08 09:48:00,992.4448,1016.4448
2021-06-08 09:49:00,992.4535000000001,1016.4535000000001
2021-06-08 09:50:00,992.4516000000001,1016.4516000000001
2021-06-08 09:51:00,992.4745,1016.4745
2021-06-08 09:52:00,992.5152,1016.5152
2021-06-08 09:53:00,992.5466,1016.5466
2021-06-08 09:54:00,992.5625,1016.5625
2021-06-08 09:55:00,992.5853,1016.5853
2021-06-08 09:56:00,992.5716000000001,1016.5716000000001
2021-06-08 09:57:00,992.5628,1016.5628
2021-06-08 09:58:00,992.5697,1016.5697
2021-06-08 09:59:00,992.5435000000001,1016.5435000000001
2021-06-08 10:00:00,992.5102,1016.5102
2021-06-08 10:01:00,992.4788000000001,1016.4788000000001
2021-06-08 10:02:00,992.4528,1016.4528
2021-06-08 10:03:00,992.3961,1016.3961
2021-06-08 10:04:00,992.3718,1016.3718
2021-06-08 10:05:00,992.3402000000001,1016.3402000000001
2021-06-08 10:06:00,992.3349000000001,1016.3349000000001
2021-06-08 10:07:00,992.3122999999999,1016.3122999999999
2021-06-08 10:08:00,992.2786,1016.2786
2021-06-08 10:09:00,992.2384,1016.2384
2021-06-08 10:10:00,992.2208,1016.2208
2021-06-08 10:11:00,992.2193,1016.2193
2021-06-08 10:12:00,992.2349,1016.2349
2021-06-08 10:13:00,992.2663000000001,1016.2663000000001
2021-06-08 10:14:00,992.2908,1016.2908
2021-06-08 10:15:00,992.3028,1016.3028
2021-06-08 10:16:00,992.3097,1016.3097
2021-06-08 10:17:00,992.3556,1016.3556
2021-06-08 10:18:00,992.3323,1016.3323
2021-06-08 10:19:00,992.3111,1016.3111
2021-06-08 10:20:00,992.2744,1016.2744
2021-06-08 10:21:00,992.2522,1016.2522
2021-06-08 10:22:00,992.2072000000001,1016.2072000000001
2021-06-08 10:23:00,992.2159,1016.2159
2021-06-08 10:24:00,992.2266000000001,1016.2266000000001
2021-06-08 10:25:00,992.2441,1016.2441
2021-06-08 10:26:00,992.2805000000001,1016.2805000000001
2021-06-08 10:27:00,992.3033,1016.3033
2021-06-08 10:28:00,992.3347,1016.3347
2021-06-08 10:29:00,992.405,1016.405
2021-06-08 10:30:00,992.4150999999999,1016.4150999999999
2021-06-08 10:31:00,992.4256,1016.4256
2021-06-08 10:32:00,992.4338,1016.4338
2021-06-08 10:33:00,992.4569,1016.4569
2021-06-08 10:34:00,992.4830000000001,1016.4830000000001
2021-06-08 10:35:00,992.4494000000001,1016.4494000000001
2021-06-08 10:36:00,992.4264000000001,1016.4264000000001
2021-06-08 10:37:00,992.4317,1016.4317
2021-06-08 10:38:00,992.4539,1016.4539
2021-06-08 10:39:00,992.4687,1016.4687
2021-06-08 10:40:00,992.4913,1016.4913
2021-06-08 10:41:00,992.5217,1016.5217
2021-06-08 10:42:00,992.5481,1016.5481
2021-06-08 10:43:00,992.5586000000001,1016.5586000000001
2021-06-08 10:44:00,992.5925,1016.5925
2021-06-08 10:45:00,992.6117,1016.6117
2021-06-08 10:46:00,992.6295,1016.6295
2021-06-08 10:47:00,992.6559,1016.6559
2021-06-08 10:48:00,992.6583,1016.6583
2021-06-08 10:49:00,992.6341000000001,1016.6341000000001
2021-06-08 10:50:00,992.6938000000001,1016.6938000000001
2021-06-08 10:51:00,992.7064,1016.7064
2021-06-08 10:52:00,992.7256,1016.7256
2021-06-08 10:53:00,992.7488000000001,1016.7488000000001
2021-06-08 10:54:00,992.7439,1016.7439
2021-06-08 10:55:00,992.7722,1016.7722
2021-06-08 10:56:00,992.7743,1016.7743
2021-06-08 10:57:00,992.8012,1016.8012
2021-06-08 10:58:00,992.8191,1016.8191
2021-06-08 10:59:00,992.8355,1016.8355
2021-06-08 11:00:00,992.8816,1016.8816
2021-06-08 11:01:00,992.8833999999999,1016.8833999999999
2021-06-08 11:02:00,992.8873,1016.8873
2021-06-08 11:03:00,992.8648,1016.8648
2021-06-08 11:04:00,992.8705000000001,1016.8705000000001
2021-06-08 11:05:00,992.8653999999999,1016.8653999999999
2021-06-08 11:06:00,992.8377,1016.8377
2021-06-08 11:07:00,992.8014000000001,1016.8014000000001
2021-06-08 11:08:00,992.7926,1016.7926
2021-06-08 11:09:00,992.8317999999999,1016.8317999999999
2021-06-08 11:10:00,992.8072999999999,1016.8072999999999
2021-06-08 11:11:00,992.8092,1016.8092
2021-06-08 11:12:00,992.8061,1016.8061
2021-06-08 11:13:00,992.8169,1016.8169
2021-06-08 11:14:00,992.8190000000001,1016.8190000000001
2021-06-08 11:15:00,992.8261,1016.8261
2021-06-08 11:16:00,992.8439,1016.8439
2021-06-08 11:17:00,992.8616000000001,1016.8616000000001
2021-06-08 11:18:00,992.8984,1016.8984
2021-06-08 11:19:00,992.9074,1016.9074
2021-06-08 11:20:00,992.9058,1016.9058
2021-06-08 11:21:00,992.9319,1016.9319
2021-06-08 11:22:00,992.9533,1016.9533
2021-06-08 11:23:00,993.0073,1017.0073
2021-06-08 11:24:00,993.0306,1017.0306
2021-06-08 11:25:00,993.0391000000001,1017.0391000000001
2021-06-08 11:26:00,993.0195,1017.0195
2021-06-08 11:27:00,993.0327000000001,1017.0327000000001
2021-06-08 11:28:00,993.0309,1017.0309
2021-06-08 11:29:00,993.0039,1017.0039
2021-06-08 11:30:00,993.0178999999999,1017.0178999999999
2021-06-08 11:31:00,992.9977,1016.9977
2021-06-08 11:32:00,993.0345500000001,1017.0345500000001
2021-06-08 11:33:00,993.0716000000001,1017.0716000000001
2021-06-08 11:34:00,993.0728,1017.0728
2021-06-08 11:35:00,993.1024000000001,1017.1024000000001
2021-06-08 11:36:00,993.1053,1017.1053
2021-06-08 11:37:00,993.1084,1017.1084
2021-06-08 11:38:00,993.0859,1017.0859
2021-06-08 11:39:00,993.1059,1017.1059
2021-06-08 11:40:00,993.11,1017.11
2021-06-08 11:41:00,993.1441000000001,1017.1441000000001
2021-06-08 11:42:00,993.1881,1017.1881
2021-06-08 11:43:00,993.1969,1017.1969
2021-06-08 11:44:00,993.1592999999999,1017.1592999999999
2021-06-08 11:45:00,993.1356,1017.1356
2021-06-08 11:46:00,993.1088000000001,1017.1088000000001
2021-06-08 11:47:00,993.0464000000001,1017.0464000000001
2021-06-08 11:48:00,993.0473,1017.0473
2021-06-08 11:49:00,993.0409,1017.0409
2021-06-08 11:50:00,993.0299500000001,1017.0299500000001
2021-06-08 11:51:00,993.0276,1017.0276
2021-06-08 11:52:00,993.0486000000001,1017.0486000000001
2021-06-08 11:53:00,993.0746,1017.0746
2021-06-08 11:54:00,993.085,1017.085
2021-06-08 11:55:00,993.1591000000001,1017.1591000000001
2021-06-08 11:56:00,993.1786999999999,1017.1786999999999
2021-06-08 11:57:00,993.1891,1017.1891
2021-06-08 11:58:00,993.2205,1017.2205
2021-06-08 11:59:00,993.2811,1017.2811
2021-06-08 12:00:00,993.2888,1017.2888
2021-06-08 12:01:00,993.2944,1017.2944
2021-06-08 12:02:00,993.307,1017.307
2021-06-08 12:03:00,993.297,1017.297
2021-06-08 12:04:00,993.3167,1017.3167
2021-06-08 12:05:00,993.3103,1017.3103
2021-06-08 12:06:00,993.3452000000001,1017.3452000000001
2021-06-08 12:07:00,993.3558,1017.3558
2021-06-08 12:08:00,993.3677,1017.3677
2021-06-08 12:09:00,993.3839,1017.3839
2021-06-08 12:10:00,993.4069000000001,1017.4069000000001
2021-06-08 12:11:00,993.4055000000001,1017.4055000000001
2021-06-08 12:12:00,993.3867,1017.3867
2021-06-08 12:13:00,993.414,1017.414
2021-06-08 12:14:00,993.439,1017.439
2021-06-08 12:15:00,993.3695,1017.3695
2021-06-08 12:16:00,993.3902,1017.3902
2021-06-08 12:17:00,993.4274,1017.4274
2021-06-08 12:18:00,993.4041000000001,1017.4041000000001
2021-06-08 12:19:00,993.4530000000001,1017.4530000000001
2021-06-08 12:20:00,993.4742,1017.4742
2021-06-08 12:21:00,993.4398,1017.4398
2021-06-08 12:22:00,993.4875000000001,1017.4875000000001
2021-06-08 12:23:00,993.5473,1017.5473
2021-06-08 12:24:00,993.5459,1017.5459
2021-06-08 12:25:00,993.5581,1017.5581
2021-06-08 12:26:00,993.5511,1017.5511
2021-06-08 12:27:00,993.5835500000001,1017.5835500000001
2021-06-08 12:28:00,993.6119,1017.6119
2021-06-08 12:29:00,993.6509,1017.6509
2021-06-08 12:30:00,993.6610000000001,1017.6610000000001
2021-06-08 12:31:00,993.6517,1017.6517
2021-06-08 12:32:00,993.6273,1017.6273
2021-06-08 12:33:00,993.7127,1017.7127
2021-06-08 12:34:00,993.6827000000001,1017.6827000000001
2021-06-08 12:35:00,993.6583,1017.6583
2021-06-08 12:36:00,993.6583,1017.6583
2021-06-08 12:37:00,993.6447000000001,1017.6447000000001
2021-06-08 12:38:00,993.6525,1017.6525
2021-06-08 12:39:00,993.6366,1017.6366
2021-06-08 12:40:00,993.6551,1017.6551
2021-06-08 12:41:00,993.6674,1017.6674
2021-06-08 12:42:00,993.6735000000001,1017.6735000000001
2021-06-08 12:43:00,993.6886000000001,1017.6886000000001
2021-06-08 12:44:00,993.6755,1017.6755
2021-06-08 12:45:00,993.7049,1017.7049
2021-06-08 12:46:00,993.7558,1017.7558
2021-06-08 12:47:00,993.7491000000001,1017.7491000000001
2021-06-08 12:48:00,993.7294,1017.7294
2021-06-08 12:49:00,993.7106,1017.7106
2021-06-08 12:50:00,993.7602,1017.7602
2021-06-08 12:51:00,993.7742,1017.7742
2021-06-08 12:52:00,993.7861,1017.7861
2021-06-08 12:53:00,993.7797,1017.7797
2021-06-08 12:54:00,993.8164,1017.8164
2021-06-08 12:55:00,993.8216000000001,1017.8216000000001
2021-06-08 12:56:00,993.8091000000001,1017.8091000000001
2021-06-08 12:57:00,993.8072000000001,1017.8072000000001
2021-06-08 12:58:00,993.8414,1017.8414
2021-06-08 12:59:00,993.8267999999999,1017.8267999999999
2021-06-08 13:00:00,993.8386,1017.8386
2021-06-08 13:01:00,993.8103,1017.8103
2021-06-08 13:02:00,993.7941000000001,1017.7941000000001
2021-06-08 13:03:00,993.7883,1017.7883
2021-06-08 13:04:00,993.7784,1017.7784
2021-06-08 13:05:00,993.7813000000001,1017.7813000000001
2021-06-08 13:06:00,993.8452000000001,1017.8452000000001
2021-06-08 13:07:00,993.8580000000001,1017.8580000000001
2021-06-08 13:08:00,993.8673,1017.8673
2021-06-08 13:09:00,993.8092,1017.8092
2021-06-08 13:10:00,993.8297,1017.8297
2021-06-08 13:11:00,993.8357000000001,1017.8357000000001
2021-06-08 13:12:00,993.8693,1017.8693
2021-06-08 13:13:00,993.8442,1017.8442
2021-06-08 13:14:00,993.8466000000001,1017.8466000000001
2021-06-08 13:15:00,993.8486,1017.8486
2021-06-08 13:16:00,993.8294999999999,1017.8294999999999
2021-06-08 13:17:00,993.8477,1017.8477
2021-06-08 13:18:00,993.873,1017.873
2021-06-08 13:19:00,993.8244000000001,1017.8244000000001
2021-06-08 13:20:00,993.8669000000001,1017.8669000000001
2021-06-08 13:21:00,993.85825,1017.85825
2021-06-08 13:22:00,993.8356,1017.8356
2021-06-08 13:23:00,993.8372,1017.8372
2021-06-08 13:24:00,993.812,1017.812
2021-06-08 13:25:00,993.7627000000001,1017.7627000000001
2021-06-08 13:26:00,993.7547999999999,1017.7547999999999
2021-06-08 13:27:00,993.7323,1017.7323
2021-06-08 13:28:00,993.6987,1017.6987
2021-06-08 13:29:00,993.6648,1017.6648
2021-06-08 13:30:00,993.6511,1017.6511
2021-06-08 13:31:00,993.6161999999999,1017.6161999999999
2021-06-08 13:32:00,993.5883,1017.5883
2021-06-08 13:33:00,993.5936,1017.5936
2021-06-08 13:34:00,993.5830000000001,1017.5830000000001
2021-06-08 13:35:00,993.5893,1017.5893
2021-06-08 13:36:00,993.5264,1017.5264
2021-06-08 13:37:00,993.5434,1017.5434
2021-06-08 13:38:00,993.5708000000001,1017.5708000000001
2021-06-08 13:39:00,993.5637,1017.5637
2021-06-08 13:40:00,993.5866000000001,1017.5866000000001
2021-06-08 13:41:00,993.6137,1017.6137
2021-06-08 13:42:00,993.6084,1017.6084
2021-06-08 13:43:00,993.6022,1017.6022
2021-06-08 13:44:00,993.625,1017.625
2021-06-08 13:45:00,993.6225000000001,1017.6225000000001
2021-06-08 13:46:00,993.622,1017.622
2021-06-08 13:47:00,993.6355000000001,1017.6355000000001
2021-06-08 13:48:00,993.6355000000001,1017.6355000000001
2021-06-08 13:49:00,993.668,1017.668
2021-06-08 13:50:00,993.6750000000001,1017.6750000000001
2021-06-08 13:51:00,993.65,1017.65
2021-06-08 13:52:00,993.7091,1017.7091
2021-06-08 13:53:00,993.6533000000001,1017.6533000000001
2021-06-08 13:54:00,993.6327000000001,1017.6327000000001
2021-06-08 13:55:00,993.6392,1017.6392
2021-06-08 13:56:00,993.6191,1017.6191
2021-06-08 13:57:00,993.6304,1017.6304
2021-06-08 13:58:00,993.6346000000001,1017.6346000000001
2021-06-08 13:59:00,993.5817,1017.5817
2021-06-08 14:00:00,993.5927,1017.5927
2021-06-08 14:01:00,993.5956,1017.5956
2021-06-08 14:02:00,993.574,1017.574
2021-06-08 14:03:00,993.5561,1017.5561
2021-06-08 14:04:00,993.5733,1017.5733
2021-06-08 14:05:00,993.5701,1017.5701
2021-06-08 14:06:00,993.5664,1017.5664
2021-06-08 14:07:00,993.5774000000001,1017.5774000000001
2021-06-08 14:08:00,993.5541000000001,1017.5541000000001
2021-06-08 14:09:00,993.5672999999999,1017.5672999999999
2021-06-08 14:10:00,993.5341000000001,1017.5341000000001
2021-06-08 14:11:00,993.5377000000001,1017.5377000000001
2021-06-08 14:12:00,993.5402,1017.5402
2021-06-08 14:13:00,993.5175,1017.5175
2021-06-08 14:14:00,993.5442,1017.5442
2021-06-08 14:15:00,993.4971,1017.4971
2021-06-08 14:16:00,993.4628,1017.4628
2021-06-08 14:17:00,993.4359,1017.4359
2021-06-08 14:18:00,993.4159,1017.4159
2021-06-08 14:19:00,993.4391,1017.4391
2021-06-08 14:20:00,993.3947000000001,1017.3947000000001
2021-06-08 14:21:00,993.3956,1017.3956
2021-06-08 14:22:00,993.3481,1017.3481
2021-06-08 14:23:00,993.3289,1017.3289
2021-06-08 14:24:00,993.3213000000001,1017.3213000000001
2021-06-08 14:25:00,993.3377,1017.3377
2021-06-08 14:26:00,993.3018,1017.3018
2021-06-08 14:27:00,993.3002,1017.3002
2021-06-08 14:28:00,993.2599000000001,1017.2599000000001
2021-06-08 14:29:00,993.2053,1017.2053
2021-06-08 14:30:00,993.1933,1017.1933
2021-06-08 14:31:00,993.1753,1017.1753
2021-06-08 14:32:00,993.1528,1017.1528
2021-06-08 14:33:00,993.1511,1017.1511
2021-06-08 14:34:00,993.11475,1017.11475
2021-06-08 14:35:00,993.0814,1017.0814
2021-06-08 14:36:00,993.0602,1017.0602
2021-06-08 14:37:00,993.0352,1017.0352
2021-06-08 14:38:00,993.0397,1017.0397
2021-06-08 14:39:00,993.0832000000001,1017.0832000000001
2021-06-08 14:40:00,993.0209,1017.0209
2021-06-08 14:41:00,992.9621000000001,1016.9621000000001
2021-06-08 14:42:00,992.9408999999999,1016.9408999999999
2021-06-08 14:43:00,992.9372999999999,1016.9372999999999
2021-06-08 14:44:00,992.9369,1016.9369
2021-06-08 14:45:00,992.9308000000001,1016.9308000000001
2021-06-08 14:46:00,992.8711000000001,1016.8711000000001
2021-06-08 14:47:00,992.8605,1016.8605
2021-06-08 14:48:00,992.8493,1016.8493
2021-06-08 14:49:00,992.8253,1016.8253
2021-06-08 14:50:00,992.8281,1016.8281
2021-06-08 14:51:00,992.8080000000001,1016.8080000000001
2021-06-08 14:52:00,992.73045,1016.73045
2021-06-08 14:53:00,992.6752,1016.6752
2021-06-08 14:54:00,992.6774,1016.6774
2021-06-08 14:55:00,992.6367,1016.6367
2021-06-08 14:56:00,992.6338000000001,1016.6338000000001
2021-06-08 14:57:00,992.6135,1016.6135
2021-06-08 14:58:00,992.6367,1016.6367
2021-06-08 14:59:00,992.6405000000001,1016.6405000000001
2021-06-08 15:00:00,992.622,1016.622
2021-06-08 15:01:00,992.6358,1016.6358
2021-06-08 15:02:00,992.6199,1016.6199
2021-06-08 15:03:00,992.6357,1016.6357
2021-06-08 15:04:00,992.6009,1016.6009
2021-06-08 15:05:00,992.6181,1016.6181
2021-06-08 15:06:00,992.6283999999999,1016.6283999999999
2021-06-08 15:07:00,992.6134,1016.6134
2021-06-08 15:08:00,992.6084,1016.6084
2021-06-08 15:09:00,992.6245,1016.6245
2021-06-08 15:10:00,992.566,1016.566
2021-06-08 15:11:00,992.53335,1016.53335
2021-06-08 15:12:00,992.4845,1016.4845
2021-06-08 15:13:00,992.477,1016.477
2021-06-08 15:14:00,992.4742,1016.4742
2021-06-08 15:15:00,992.5066,1016.5066
2021-06-08 15:16:00,992.4922,1016.4922
2021-06-08 15:17:00,992.4917,1016.4917
2021-06-08 15:18:00,992.4525,1016.4525
2021-06-08 15:19:00,992.4684,1016.4684
2021-06-08 15:20:00,992.4372999999999,1016.4372999999999
2021-06-08 15:21:00,992.4698,1016.4698
2021-06-08 15:22:00,992.4683,1016.4683
2021-06-08 15:23:00,992.5345,1016.5345
2021-06-08 15:24:00,992.5014,1016.5014
2021-06-08 15:25:00,992.5073,1016.5073
2021-06-08 15:26:00,992.5008,1016.5008
2021-06-08 15:27:00,992.4945,1016.4945
2021-06-08 15:28:00,992.44505,1016.44505
2021-06-08 15:29:00,992.4746000000001,1016.4746000000001
2021-06-08 15:30:00,992.4325,1016.4325
2021-06-08 15:31:00,992.4057000000001,1016.4057000000001
2021-06-08 15:32:00,992.3639000000001,1016.3639000000001
2021-06-08 15:33:00,992.3619,1016.3619
2021-06-08 15:34:00,992.3363,1016.3363
2021-06-08 15:35:00,992.3174,1016.3174
2021-06-08 15:36:00,992.2937,1016.2937
2021-06-08 15:37:00,992.2888,1016.2888
2021-06-08 15:38:00,992.263,1016.263
2021-06-08 15:39:00,992.2558,1016.2558
2021-06-08 15:40:00,992.255,1016.255
2021-06-08 15:41:00,992.2402000000001,1016.2402000000001
2021-06-08 15:42:00,992.2189999999999,1016.2189999999999
2021-06-08 15:43:00,992.1903,1016.1903
2021-06-08 15:44:00,992.1838,1016.1838
2021-06-08 15:45:00,992.1725,1016.1725
2021-06-08 15:46:00,992.171,1016.171
2021-06-08 15:47:00,992.1405000000001,1016.1405000000001
2021-06-08 15:48:00,992.0986,1016.0986
2021-06-08 15:49:00,992.0554,1016.0554
2021-06-08 15:50:00,992.0308,1016.0308
2021-06-08 15:51:00,992.0148,1016.0148
2021-06-08 15:52:00,991.9889000000001,1015.9889000000001
2021-06-08 15:53:00,991.9761,1015.9761
2021-06-08 15:54:00,991.9736,1015.9736
2021-06-08 15:55:00,991.9875000000001,1015.9875000000001
2021-06-08 15:56:00,991.9428,1015.9428
2021-06-08 15:57:00,991.9469,1015.9469
2021-06-08 15:58:00,991.8991000000001,1015.8991000000001
2021-06-08 15:59:00,991.8738000000001,1015.8738000000001
2021-06-08 16:00:00,991.8717,1015.8717
2021-06-08 16:01:00,991.8596000000001,1015.8596000000001
2021-06-08 16:02:00,991.834,1015.834
2021-06-08 16:03:00,991.8158999999999,1015.8158999999999
2021-06-08 16:04:00,991.8066,1015.8066
2021-06-08 16:05:00,991.7774,1015.7774
2021-06-08 16:06:00,991.758,1015.758
2021-06-08 16:07:00,991.7284,1015.7284
2021-06-08 16:08:00,991.7008000000001,1015.7008000000001
2021-06-08 16:09:00,991.6994000000001,1015.6994000000001
2021-06-08 16:10:00,991.6650000000001,1015.6650000000001
2021-06-08 16:11:00,991.6419000000001,1015.6419000000001
2021-06-08 16:12:00,991.6041,1015.6041
2021-06-08 16:13:00,991.5600000000001,1015.5600000000001
2021-06-08 16:14:00,991.5559,1015.5559
2021-06-08 16:15:00,991.5369000000001,1015.5369000000001
2021-06-08 16:16:00,991.4794,1015.4794
2021-06-08 16:17:00,991.5094,1015.5094
2021-06-08 16:18:00,991.4381,1015.4381
2021-06-08 16:19:00,991.4181,1015.4181
2021-06-08 16:20:00,991.4014,1015.4014
2021-06-08 16:21:00,991.3657000000001,1015.3657000000001
2021-06-08 16:22:00,991.3309,1015.3309
2021-06-08 16:23:00,991.2805000000001,1015.2805000000001
