"Time","Sensor SHT20"
2021-07-27 17:48:00,53.65
2021-07-27 17:49:00,53.59
2021-07-27 17:50:00,52.34
2021-07-27 17:51:00,50.82
2021-07-27 17:52:00,49.97
2021-07-27 17:53:00,50.4
2021-07-27 17:54:00,50.25
2021-07-27 17:55:00,50
2021-07-27 17:56:00,50.53
2021-07-27 17:57:00,50.17
2021-07-27 17:58:00,49.92
2021-07-27 17:59:00,49.97
2021-07-27 18:00:00,50.08
2021-07-27 18:01:00,50.18
2021-07-27 18:02:00,50.34
2021-07-27 18:03:00,50.91
2021-07-27 18:04:00,50.58
2021-07-27 18:05:00,51.31
2021-07-27 18:06:00,50.89
2021-07-27 18:07:00,51.34
2021-07-27 18:08:00,51.62
2021-07-27 18:09:00,52.11
2021-07-27 18:10:00,51.79
2021-07-27 18:11:00,51.98
2021-07-27 18:12:00,51.44
2021-07-27 18:13:00,51.28
2021-07-27 18:14:00,51.73
2021-07-27 18:15:00,52.3
2021-07-27 18:16:00,52.72
2021-07-27 18:17:00,52.61
2021-07-27 18:18:00,52.41
2021-07-27 18:19:00,52.72
2021-07-27 18:20:00,52.66
2021-07-27 18:21:00,52.1
2021-07-27 18:22:00,51.98
2021-07-27 18:23:00,52.01
2021-07-27 18:24:00,52.19
2021-07-27 18:25:00,52.78
2021-07-27 18:26:00,52.86
2021-07-27 18:27:00,53.025
2021-07-27 18:28:00,51.78
2021-07-27 18:29:00,50.88
2021-07-27 18:30:00,51.21
2021-07-27 18:31:00,50.51
2021-07-27 18:32:00,50.66
2021-07-27 18:33:00,50.66
2021-07-27 18:34:00,50.78
2021-07-27 18:35:00,50.58
2021-07-27 18:36:00,50.5
2021-07-27 18:37:00,50.78
2021-07-27 18:38:00,50.76
2021-07-27 18:39:00,50.89
2021-07-27 18:40:00,51.12
2021-07-27 18:41:00,51.24
2021-07-27 18:42:00,51.29
2021-07-27 18:43:00,51.6
2021-07-27 18:44:00,50.95
2021-07-27 18:45:00,50.894999999999996
2021-07-27 18:46:00,51.27
2021-07-27 18:47:00,51.49
2021-07-27 18:48:00,51.63
2021-07-27 18:49:00,51.38
2021-07-27 18:50:00,51.57
2021-07-27 18:51:00,51.49
2021-07-27 18:52:00,50.98
2021-07-27 18:53:00,50.98
2021-07-27 18:54:00,50.55
2021-07-27 18:55:00,51
2021-07-27 18:56:00,50.8
2021-07-27 18:57:00,50.13
2021-07-27 18:58:00,50.09
2021-07-27 18:59:00,49.92
2021-07-27 19:00:00,50.21
2021-07-27 19:01:00,50.15
2021-07-27 19:02:00,50.07
2021-07-27 19:03:00,50.035
2021-07-27 19:04:00,50.5
2021-07-27 19:05:00,50.93
2021-07-27 19:06:00,50.98
2021-07-27 19:07:00,51.16
2021-07-27 19:08:00,51.16
2021-07-27 19:09:00,50.96
2021-07-27 19:10:00,50.99
2021-07-27 19:11:00,51.19
2021-07-27 19:12:00,50.66
2021-07-27 19:13:00,50.54
2021-07-27 19:14:00,49.98
2021-07-27 19:15:00,49.64
2021-07-27 19:16:00,49.98
2021-07-27 19:17:00,49.67
2021-07-27 19:18:00,49.88
2021-07-27 19:19:00,49.76
2021-07-27 19:20:00,49.9
2021-07-27 19:21:00,49.715
2021-07-27 19:22:00,49.61
2021-07-27 19:23:00,49.37
2021-07-27 19:24:00,49.01
2021-07-27 19:25:00,48.72
2021-07-27 19:26:00,48.78
2021-07-27 19:27:00,48.87
2021-07-27 19:28:00,48.9
2021-07-27 19:29:00,48.92
2021-07-27 19:30:00,49.06
2021-07-27 19:31:00,49.36
2021-07-27 19:32:00,49.65
2021-07-27 19:33:00,50.15
2021-07-27 19:34:00,50.55
2021-07-27 19:35:00,50.43
2021-07-27 19:36:00,50.44
2021-07-27 19:37:00,50.58
2021-07-27 19:38:00,50.61
2021-07-27 19:39:00,51.06
2021-07-27 19:40:00,51.370000000000005
2021-07-27 19:41:00,51.46
2021-07-27 19:42:00,51.54
2021-07-27 19:43:00,52.19
2021-07-27 19:44:00,52.07
2021-07-27 19:45:00,51.62
2021-07-27 19:46:00,50.43
2021-07-27 19:47:00,50.34
2021-07-27 19:48:00,50.4
2021-07-27 19:49:00,50.59
2021-07-27 19:50:00,50.65
2021-07-27 19:51:00,50.54
2021-07-27 19:52:00,50.73
2021-07-27 19:53:00,50.76
2021-07-27 19:54:00,50.51
2021-07-27 19:55:00,49.47
2021-07-27 19:56:00,49.53
2021-07-27 19:57:00,49.72
2021-07-27 19:58:00,49.45
2021-07-27 19:59:00,49.53
2021-07-27 20:00:00,49.62
2021-07-27 20:01:00,49.45
2021-07-27 20:02:00,49.69
2021-07-27 20:03:00,49.99
2021-07-27 20:04:00,50.13
2021-07-27 20:05:00,50.58
2021-07-27 20:06:00,50.36
2021-07-27 20:07:00,50.38
2021-07-27 20:08:00,50.61
2021-07-27 20:09:00,50.95
2021-07-27 20:10:00,51.03
2021-07-27 20:11:00,51.08
2021-07-27 20:12:00,51.31
2021-07-27 20:13:00,51.72
2021-07-27 20:14:00,51.87
2021-07-27 20:15:00,51.95
2021-07-27 20:16:00,51.98
2021-07-27 20:17:00,51.92
2021-07-27 20:18:00,51.95
2021-07-27 20:19:00,51.98
2021-07-27 20:20:00,52.17
2021-07-27 20:21:00,52.51
2021-07-27 20:22:00,52.09
2021-07-27 20:23:00,52.34
2021-07-27 20:24:00,52.09
2021-07-27 20:25:00,52.14
2021-07-27 20:26:00,52.31
2021-07-27 20:27:00,51.95
2021-07-27 20:28:00,51.88
2021-07-27 20:29:00,51.18
2021-07-27 20:30:00,50.93
2021-07-27 20:31:00,50.99
2021-07-27 20:32:00,51.11
2021-07-27 20:33:00,50.725
2021-07-27 20:34:00,50.66
2021-07-27 20:35:00,50.85
2021-07-27 20:36:00,50.79
2021-07-27 20:37:00,50.57
2021-07-27 20:38:00,50.97
2021-07-27 20:39:00,51.35
2021-07-27 20:40:00,51.56
2021-07-27 20:41:00,51.78
2021-07-27 20:42:00,52.06
2021-07-27 20:43:00,52.67
2021-07-27 20:44:00,53.13
2021-07-27 20:45:00,53.35
2021-07-27 20:46:00,53.24
2021-07-27 20:47:00,52.99
2021-07-27 20:48:00,53.02
2021-07-27 20:49:00,52.97
2021-07-27 20:50:00,53.03
2021-07-27 20:51:00,53.125
2021-07-27 20:52:00,52.88
2021-07-27 20:53:00,52.58
2021-07-27 20:54:00,52.86
2021-07-27 20:55:00,53.31
2021-07-27 20:56:00,53.48
2021-07-27 20:57:00,53.42
2021-07-27 20:58:00,53.97
2021-07-27 20:59:00,54.26
2021-07-27 21:00:00,53.81
2021-07-27 21:01:00,53.56
2021-07-27 21:02:00,53.56
2021-07-27 21:03:00,53.73
2021-07-27 21:04:00,53.84
2021-07-27 21:05:00,54.18
2021-07-27 21:06:00,53.93
2021-07-27 21:07:00,54.26
2021-07-27 21:08:00,54.745
2021-07-27 21:09:00,54.52
2021-07-27 21:10:00,54.74
2021-07-27 21:11:00,55.13
2021-07-27 21:12:00,55.21
2021-07-27 21:13:00,55.13
2021-07-27 21:14:00,55.55
2021-07-27 21:15:00,55.68
2021-07-27 21:16:00,55.88
2021-07-27 21:17:00,55.8
2021-07-27 21:18:00,56
2021-07-27 21:19:00,56.1
2021-07-27 21:20:00,56.36
2021-07-27 21:21:00,56.77
2021-07-27 21:22:00,57
2021-07-27 21:23:00,57.22
2021-07-27 21:24:00,57.42
2021-07-27 21:25:00,57.69
2021-07-27 21:26:00,57.94
2021-07-27 21:27:00,57.61
2021-07-27 21:28:00,57.35
2021-07-27 21:29:00,57.8
2021-07-27 21:30:00,58.08
2021-07-27 21:31:00,58.27
2021-07-27 21:32:00,57.77
2021-07-27 21:33:00,57.91
2021-07-27 21:34:00,57.69
2021-07-27 21:35:00,58
2021-07-27 21:36:00,57.96
2021-07-27 21:37:00,58.44
2021-07-27 21:38:00,58.52
2021-07-27 21:39:00,57.89
2021-07-27 21:40:00,57.86
2021-07-27 21:41:00,58.05
2021-07-27 21:42:00,57.5
2021-07-27 21:43:00,57.55
2021-07-27 21:44:00,57.01
2021-07-27 21:45:00,57.08
2021-07-27 21:46:00,57.13
2021-07-27 21:47:00,57.19
2021-07-27 21:48:00,57.44
2021-07-27 21:49:00,57.3
2021-07-27 21:50:00,57.13
2021-07-27 21:51:00,57.39
2021-07-27 21:52:00,57.25
2021-07-27 21:53:00,57.49
2021-07-27 21:54:00,57.44
2021-07-27 21:55:00,57.58
2021-07-27 21:56:00,57.96
2021-07-27 21:57:00,57.94
2021-07-27 21:58:00,57.74
2021-07-27 21:59:00,57.86
2021-07-27 22:00:00,57.83
2021-07-27 22:01:00,58.13
2021-07-27 22:02:00,58.269999999999996
2021-07-27 22:03:00,58.35
2021-07-27 22:04:00,58.41
2021-07-27 22:05:00,58.49
2021-07-27 22:06:00,58.49
2021-07-27 22:07:00,58.46
2021-07-27 22:08:00,58.54
2021-07-27 22:09:00,58.93
2021-07-27 22:10:00,59.22
2021-07-27 22:11:00,59.1
2021-07-27 22:12:00,58.88
2021-07-27 22:13:00,58.85
2021-07-27 22:14:00,58.8
2021-07-27 22:15:00,58.85
2021-07-27 22:16:00,58.77
2021-07-27 22:17:00,58.88
2021-07-27 22:18:00,59.1
2021-07-27 22:19:00,59.519999999999996
2021-07-27 22:20:00,59.77
2021-07-27 22:21:00,59.88
2021-07-27 22:22:00,60.35
2021-07-27 22:23:00,60.48
2021-07-27 22:24:00,60.7
2021-07-27 22:25:00,61.06
2021-07-27 22:26:00,61.26
2021-07-27 22:27:00,61.45
2021-07-27 22:28:00,61.29
2021-07-27 22:29:00,61.26
2021-07-27 22:30:00,61.45
2021-07-27 22:31:00,61.62
2021-07-27 22:32:00,61.64
2021-07-27 22:33:00,61.73
2021-07-27 22:34:00,61.78
2021-07-27 22:35:00,61.84
2021-07-27 22:36:00,61.98
2021-07-27 22:37:00,62.035
2021-07-27 22:38:00,62.17
2021-07-27 22:39:00,62.14
2021-07-27 22:40:00,62.25
2021-07-27 22:41:00,61.95
2021-07-27 22:42:00,61.78
2021-07-27 22:43:00,61.86
2021-07-27 22:44:00,61.78
2021-07-27 22:45:00,61.89
2021-07-27 22:46:00,62.05
2021-07-27 22:47:00,62.08
2021-07-27 22:48:00,62.03
2021-07-27 22:49:00,61.78
2021-07-27 22:50:00,61.61
2021-07-27 22:51:00,61.39
2021-07-27 22:52:00,61.17
2021-07-27 22:53:00,61.09
2021-07-27 22:54:00,61.34
2021-07-27 22:55:00,61.585
2021-07-27 22:56:00,61.53
2021-07-27 22:57:00,61.31
2021-07-27 22:58:00,60.65
2021-07-27 22:59:00,60.48
2021-07-27 23:00:00,60.81
2021-07-27 23:01:00,61.36
2021-07-27 23:02:00,61.5
2021-07-27 23:03:00,61.73
2021-07-27 23:04:00,61.8
2021-07-27 23:05:00,
2021-07-27 23:06:00,61.36
2021-07-27 23:07:00,60.98
2021-07-27 23:08:00,60.59
2021-07-27 23:09:00,60.59
2021-07-27 23:10:00,60.78
2021-07-27 23:11:00,60.78
2021-07-27 23:12:00,60.61
2021-07-27 23:13:00,60.59
2021-07-27 23:14:00,
2021-07-27 23:15:00,60.31
2021-07-27 23:16:00,60.12
2021-07-27 23:17:00,59.87
2021-07-27 23:18:00,59.35
2021-07-27 23:19:00,59.29
2021-07-27 23:20:00,59.23
2021-07-27 23:21:00,59.21
2021-07-27 23:22:00,59.345
2021-07-27 23:23:00,59.01
2021-07-27 23:24:00,58.65
2021-07-27 23:25:00,58.41
2021-07-27 23:26:00,58.43
2021-07-27 23:27:00,58.43
2021-07-27 23:28:00,58.54
2021-07-27 23:29:00,58.35
2021-07-27 23:30:00,58.13
2021-07-27 23:31:00,57.93
2021-07-27 23:32:00,58.05
2021-07-27 23:33:00,58.13
2021-07-27 23:34:00,57.96
2021-07-27 23:35:00,57.91
2021-07-27 23:36:00,58.1
2021-07-27 23:37:00,57.85
2021-07-27 23:38:00,57.77
2021-07-27 23:39:00,57.42
2021-07-27 23:40:00,57.525
2021-07-27 23:41:00,57.58
2021-07-27 23:42:00,57.63
2021-07-27 23:43:00,57.74
2021-07-27 23:44:00,57.74
2021-07-27 23:45:00,57.8
2021-07-27 23:46:00,58.1
2021-07-27 23:47:00,58.18
2021-07-27 23:48:00,58.35
2021-07-27 23:49:00,58.4
2021-07-27 23:50:00,58.29
2021-07-27 23:51:00,58.24
2021-07-27 23:52:00,58.38
2021-07-27 23:53:00,58.45
2021-07-27 23:54:00,58.48
2021-07-27 23:55:00,58.48
2021-07-27 23:56:00,58.65
2021-07-27 23:57:00,58.96
2021-07-27 23:58:00,59.145
2021-07-27 23:59:00,59.01
2021-07-28 00:00:00,59.17
2021-07-28 00:01:00,59.09
2021-07-28 00:02:00,59.06
2021-07-28 00:03:00,59.28
2021-07-28 00:04:00,59.17
2021-07-28 00:05:00,59.34
2021-07-28 00:06:00,60
2021-07-28 00:07:00,60.08
2021-07-28 00:08:00,59.97
2021-07-28 00:09:00,59.94
2021-07-28 00:10:00,59.94
2021-07-28 00:11:00,59.39
2021-07-28 00:12:00,59.28
2021-07-28 00:13:00,59.48
2021-07-28 00:14:00,
2021-07-28 00:15:00,58.875
2021-07-28 00:16:00,59.03
2021-07-28 00:17:00,59.06
2021-07-28 00:18:00,59.19
2021-07-28 00:19:00,59.31
2021-07-28 00:20:00,59.41
2021-07-28 00:21:00,59.53
2021-07-28 00:22:00,59.61
2021-07-28 00:23:00,59.69
2021-07-28 00:24:00,59.67
2021-07-28 00:25:00,59.69
2021-07-28 00:26:00,59.8
2021-07-28 00:27:00,60.1
2021-07-28 00:28:00,60.41
2021-07-28 00:29:00,60.35
2021-07-28 00:30:00,60.41
2021-07-28 00:31:00,60.1
2021-07-28 00:32:00,60.07
2021-07-28 00:33:00,59.995000000000005
2021-07-28 00:34:00,59.8
2021-07-28 00:35:00,59.5
2021-07-28 00:36:00,59.36
2021-07-28 00:37:00,59.33
2021-07-28 00:38:00,59.31
2021-07-28 00:39:00,59.33
2021-07-28 00:40:00,59.53
2021-07-28 00:41:00,59.44
2021-07-28 00:42:00,59.61
2021-07-28 00:43:00,59.36
2021-07-28 00:44:00,59.14
2021-07-28 00:45:00,59.14
2021-07-28 00:46:00,59.09
2021-07-28 00:47:00,58.92
2021-07-28 00:48:00,58.59
2021-07-28 00:49:00,58.64
2021-07-28 00:50:00,58.81
2021-07-28 00:51:00,58.644999999999996
2021-07-28 00:52:00,58.76
2021-07-28 00:53:00,58.73
2021-07-28 00:54:00,58.75
2021-07-28 00:55:00,58.48
2021-07-28 00:56:00,58.35
2021-07-28 00:57:00,58.21
2021-07-28 00:58:00,58.15
2021-07-28 00:59:00,58.29
2021-07-28 01:00:00,58.21
2021-07-28 01:01:00,58.15
2021-07-28 01:02:00,58.15
2021-07-28 01:03:00,58.26
2021-07-28 01:04:00,58.42
2021-07-28 01:05:00,58.53
2021-07-28 01:06:00,58.7
2021-07-28 01:07:00,58.89
2021-07-28 01:08:00,58.42
2021-07-28 01:09:00,58.285
2021-07-28 01:10:00,58.61
2021-07-28 01:11:00,58.75
2021-07-28 01:12:00,58.78
2021-07-28 01:13:00,58.42
2021-07-28 01:14:00,58.37
2021-07-28 01:15:00,58.04
2021-07-28 01:16:00,57.87
2021-07-28 01:17:00,57.98
2021-07-28 01:18:00,57.9
2021-07-28 01:19:00,57.71
2021-07-28 01:20:00,57.57
2021-07-28 01:21:00,57.6
2021-07-28 01:22:00,57.74
2021-07-28 01:23:00,57.6
2021-07-28 01:24:00,57.65
2021-07-28 01:25:00,57.76
2021-07-28 01:26:00,57.885
2021-07-28 01:27:00,58.12
2021-07-28 01:28:00,58.15
2021-07-28 01:29:00,57.98
2021-07-28 01:30:00,57.98
2021-07-28 01:31:00,58.2
2021-07-28 01:32:00,58.31
2021-07-28 01:33:00,58.58
2021-07-28 01:34:00,58.53
2021-07-28 01:35:00,58.56
2021-07-28 01:36:00,58.48
2021-07-28 01:37:00,58.7
2021-07-28 01:38:00,58.48
2021-07-28 01:39:00,58.42
2021-07-28 01:40:00,58.37
2021-07-28 01:41:00,58.15
2021-07-28 01:42:00,58.09
2021-07-28 01:43:00,58.06
2021-07-28 01:44:00,58.12
2021-07-28 01:45:00,58.2
2021-07-28 01:46:00,58.29
2021-07-28 01:47:00,58.56
2021-07-28 01:48:00,58.86
2021-07-28 01:49:00,58.86
2021-07-28 01:50:00,58.83
2021-07-28 01:51:00,58.99
2021-07-28 01:52:00,59.13
2021-07-28 01:53:00,59.03
2021-07-28 01:54:00,59.32
2021-07-28 01:55:00,59.6
2021-07-28 01:56:00,59.73
2021-07-28 01:57:00,59.85
2021-07-28 01:58:00,60.18
2021-07-28 01:59:00,60.03
2021-07-28 02:00:00,59.87
2021-07-28 02:01:00,59.625
2021-07-28 02:02:00,59.57
2021-07-28 02:03:00,59.35
2021-07-28 02:04:00,58.86
2021-07-28 02:05:00,58.75
2021-07-28 02:06:00,58.64
2021-07-28 02:07:00,58.58
2021-07-28 02:08:00,58.75
2021-07-28 02:09:00,58.8
2021-07-28 02:10:00,58.77
2021-07-28 02:11:00,58.77
2021-07-28 02:12:00,58.48
2021-07-28 02:13:00,58.64
2021-07-28 02:14:00,58.58
2021-07-28 02:15:00,58.7
2021-07-28 02:16:00,58.77
2021-07-28 02:17:00,59.07
2021-07-28 02:18:00,59.07
2021-07-28 02:19:00,59.17
2021-07-28 02:20:00,59.67
2021-07-28 02:21:00,60
2021-07-28 02:22:00,60.12
2021-07-28 02:23:00,60.2
2021-07-28 02:24:00,60.33
2021-07-28 02:25:00,60.53
2021-07-28 02:26:00,60.67
2021-07-28 02:27:00,60.77
2021-07-28 02:28:00,60.8
2021-07-28 02:29:00,60.85
2021-07-28 02:30:00,60.88
2021-07-28 02:31:00,60.85
2021-07-28 02:32:00,60.96
2021-07-28 02:33:00,60.93
2021-07-28 02:34:00,61.15
2021-07-28 02:35:00,61.07
2021-07-28 02:36:00,61.165
2021-07-28 02:37:00,
2021-07-28 02:38:00,61.565
2021-07-28 02:39:00,61.67
2021-07-28 02:40:00,61.83
2021-07-28 02:41:00,61.86
2021-07-28 02:42:00,62
2021-07-28 02:43:00,62.11
2021-07-28 02:44:00,61.89
2021-07-28 02:45:00,62.02
2021-07-28 02:46:00,62.11
2021-07-28 02:47:00,62.24
2021-07-28 02:48:00,62.14
2021-07-28 02:49:00,62.41
2021-07-28 02:50:00,62.71
2021-07-28 02:51:00,62.96
2021-07-28 02:52:00,63.31
2021-07-28 02:53:00,63.44
2021-07-28 02:54:00,63.510000000000005
2021-07-28 02:55:00,63.39
2021-07-28 02:56:00,63.01
2021-07-28 02:57:00,62.92
2021-07-28 02:58:00,62.93
2021-07-28 02:59:00,62.69
2021-07-28 03:00:00,62.71
2021-07-28 03:01:00,62.56
2021-07-28 03:02:00,62.43
2021-07-28 03:03:00,62.24
2021-07-28 03:04:00,62.19
2021-07-28 03:05:00,62.14
2021-07-28 03:06:00,62.24
2021-07-28 03:07:00,62.41
2021-07-28 03:08:00,62.45
2021-07-28 03:09:00,62.63
2021-07-28 03:10:00,62.79
2021-07-28 03:11:00,62.95
2021-07-28 03:12:00,63.605000000000004
2021-07-28 03:13:00,64.59
2021-07-28 03:14:00,64.92
2021-07-28 03:15:00,65.06
2021-07-28 03:16:00,65.01
2021-07-28 03:17:00,65.54
2021-07-28 03:18:00,65.24
2021-07-28 03:19:00,65.57
2021-07-28 03:20:00,66.03
2021-07-28 03:21:00,66.12
2021-07-28 03:22:00,66.3
2021-07-28 03:23:00,66.35
2021-07-28 03:24:00,66.12
2021-07-28 03:25:00,65.77
2021-07-28 03:26:00,65.29
2021-07-28 03:27:00,64.85
2021-07-28 03:28:00,64.53
2021-07-28 03:29:00,64.33500000000001
2021-07-28 03:30:00,63.89
2021-07-28 03:31:00,63.85
2021-07-28 03:32:00,63.77
2021-07-28 03:33:00,63.79
2021-07-28 03:34:00,63.74
2021-07-28 03:35:00,63.79
2021-07-28 03:36:00,63.82
2021-07-28 03:37:00,63.79
2021-07-28 03:38:00,63.87
2021-07-28 03:39:00,63.94
2021-07-28 03:40:00,64.07
2021-07-28 03:41:00,64.02
2021-07-28 03:42:00,64.2
2021-07-28 03:43:00,64.4
2021-07-28 03:44:00,64.5
2021-07-28 03:45:00,64.6
2021-07-28 03:46:00,64.76
2021-07-28 03:47:00,64.97
2021-07-28 03:48:00,65.14
2021-07-28 03:49:00,65.3
2021-07-28 03:50:00,65.27
2021-07-28 03:51:00,65.31
2021-07-28 03:52:00,65.52
2021-07-28 03:53:00,65.62
2021-07-28 03:54:00,65.69
2021-07-28 03:55:00,65.9
2021-07-28 03:56:00,65.95
2021-07-28 03:57:00,65.92
2021-07-28 03:58:00,65.98
2021-07-28 03:59:00,66.3
2021-07-28 04:00:00,66.33
2021-07-28 04:01:00,66.48
2021-07-28 04:02:00,66.48
2021-07-28 04:03:00,66.6
2021-07-28 04:04:00,66.63
2021-07-28 04:05:00,66.77000000000001
2021-07-28 04:06:00,66.88
2021-07-28 04:07:00,67.04
2021-07-28 04:08:00,67.27
2021-07-28 04:09:00,67.34
2021-07-28 04:10:00,67.36
2021-07-28 04:11:00,67.52
2021-07-28 04:12:00,67.52
2021-07-28 04:13:00,67.52
2021-07-28 04:14:00,67.52
2021-07-28 04:15:00,67.59
2021-07-28 04:16:00,67.75
2021-07-28 04:17:00,67.72
2021-07-28 04:18:00,67.83
2021-07-28 04:19:00,67.91
2021-07-28 04:20:00,67.95
2021-07-28 04:21:00,68.1
2021-07-28 04:22:00,68.255
2021-07-28 04:23:00,68.41
2021-07-28 04:24:00,68.48
2021-07-28 04:25:00,68.56
2021-07-28 04:26:00,68.69
2021-07-28 04:27:00,68.72
2021-07-28 04:28:00,68.78
2021-07-28 04:29:00,68.81
2021-07-28 04:30:00,68.94
2021-07-28 04:31:00,69.09
2021-07-28 04:32:00,69.22
2021-07-28 04:33:00,69.37
2021-07-28 04:34:00,69.55
2021-07-28 04:35:00,69.78
2021-07-28 04:36:00,70.13
2021-07-28 04:37:00,70.53
2021-07-28 04:38:00,70.99
2021-07-28 04:39:00,71.23
2021-07-28 04:40:00,71.45
2021-07-28 04:41:00,71.85
2021-07-28 04:42:00,72.22
2021-07-28 04:43:00,72.72
2021-07-28 04:44:00,73.44
2021-07-28 04:45:00,74.17
2021-07-28 04:46:00,74.92
2021-07-28 04:47:00,75.63
2021-07-28 04:48:00,76.18
2021-07-28 04:49:00,76.73
2021-07-28 04:50:00,77.21
2021-07-28 04:51:00,77.62
2021-07-28 04:52:00,77.99
2021-07-28 04:53:00,78.34
2021-07-28 04:54:00,78.79
2021-07-28 04:55:00,79.04
2021-07-28 04:56:00,79.22
2021-07-28 04:57:00,79.4
2021-07-28 04:58:00,79.63499999999999
2021-07-28 04:59:00,79.69
2021-07-28 05:00:00,79.42
2021-07-28 05:01:00,79.11
2021-07-28 05:02:00,78.82
2021-07-28 05:03:00,78.67
2021-07-28 05:04:00,78.67
2021-07-28 05:05:00,78.44
2021-07-28 05:06:00,77.96
2021-07-28 05:07:00,77.59
2021-07-28 05:08:00,77.44
2021-07-28 05:09:00,77.28
2021-07-28 05:10:00,77.34
2021-07-28 05:11:00,77.53
2021-07-28 05:12:00,77.89
2021-07-28 05:13:00,78.27
2021-07-28 05:14:00,78.62
2021-07-28 05:15:00,78.995
